onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.5	2	2	1	1	4	4	4	1	0	1	1.26	2.50E+00
7.29	2	2	1	2	4	4	4	4	1	1	1.53	5.00E-01
12.07	2	2	1	3	1	1	1	3	0	1	0.95	5.00E-01
16.86	2	2	1	4	4	4	4	1	0	1	1.45	5.00E-01
21.64	2	2	1	5	4	3	3	4	0	1	0.96	5.00E-01
26.42	2	2	1	6	1	2	2	3	0	1	1	5.50E+00
36.21	2	2	1	7	2	1	1	2	0	1	0.9	2.50E+00
42.99	2	2	1	8	4	4	4	4	1	1	1.49	3.50E+00
50.78	2	2	1	9	4	4	4	4	1	1	1	5.00E-01
55.56	2	2	1	10	4	4	4	4	1	1	0.76	5.00E-01
60.34	2	2	1	11	4	3	3	4	0	1	0.94	5.50E+00
70.13	2	2	1	12	2	2	2	n/a	n/a	1	n/a	8
82.41	2	2	1	13	1	2	2	2	1	1	1.39	1.50E+00
88.19	2	2	1	14	1	1	1	2	0	1	0.67	4.50E+00
96.98	2	2	1	15	2	2	2	1	0	1	1.98	1.50E+00
102.76	2	2	1	16	3	3	3	3	1	1	1	1.50E+00
108.55	2	2	1	17	4	4	4	4	1	1	0.87	1.50E+00
114.33	2	2	1	18	4	4	4	4	1	1	0.67	3.50E+00
122.11	2	2	1	19	4	3	3	4	0	1	0.74	5.00E-01
126.9	2	2	1	20	3	3	3	3	1	1	1	5.00E-01
131.68	2	2	1	21	3	3	3	2	0	1	1.5	5.00E-01
136.46	2	2	1	22	3	3	3	3	1	1	0.67	1.50E+00
142.25	2	2	1	23	2	1	1	2	0	1	0.84	5.00E-01
147.03	2	2	1	24	2	1	1	1	1	1	0.43	2.50E+00
153.82	2	2	1	25	1	1	1	1	1	1	0.49	5.00E-01
158.6	2	2	1	26	2	1	1	2	0	1	0.81	1.50E+00
164.38	2	2	1	27	3	3	3	2	0	1	0.74	5.00E-01
169.17	2	2	1	28	1	2	2	3	0	1	0.61	1.50E+00
174.95	2	2	1	29	1	1	1	2	0	1	0.68	1.50E+00
