onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	2	1	1	3	3	3	3	1	1	2.64	5.50E+00
10.27	2	2	1	2	2	2	2	2	1	1	2.37	5.00E-01
15.06	2	2	1	3	4	3	3	3	1	1	2.43	1.50E+00
20.84	2	2	1	4	1	1	1	1	1	1	2.48	5.00E-01
25.61	2	2	1	5	4	4	4	4	1	1	2.51	4.50E+00
34.39	2	2	1	6	1	2	2	2	1	1	2.4	2.50E+00
41.17	2	2	1	7	3	4	4	4	1	1	2.53	2.50E+00
47.96	2	2	1	8	4	4	4	4	1	1	2.51	5.50E+00
57.73	2	2	1	9	2	2	2	2	1	1	2.29	1.50E+00
63.51	2	2	1	10	3	3	3	3	1	1	2.34	4.50E+00
72.28	2	2	1	11	4	4	4	4	1	1	2.39	2.50E+00
79.06	2	2	1	12	1	2	2	2	1	1	2.35	3.50E+00
86.84	2	2	1	13	2	2	2	2	1	1	2.28	1.50E+00
92.63	2	2	1	14	3	3	3	3	1	1	2.33	2.50E+00
99.4	2	2	1	15	1	1	1	1	1	1	2.46	5.00E-01
104.16	2	2	1	16	1	1	1	1	1	1	2.06	1.50E+00
109.95	2	2	1	17	4	4	4	3	0	1	2.33	2.50E+00
116.73	2	2	1	18	3	3	3	3	1	1	2.38	8
129	2	2	1	19	1	2	2	2	1	1	2.37	5.00E-01
133.78	2	2	1	20	1	1	1	1	1	1	2.42	5.00E-01
138.56	2	2	1	21	3	4	4	4	1	1	2.63	5.00E-01
143.35	2	2	1	22	3	3	3	3	1	1	2.25	5.00E-01
148.13	2	2	1	23	4	3	3	3	1	1	2.32	5.00E-01
152.92	2	2	1	24	1	1	1	1	1	1	2.33	5.00E-01
157.7	2	2	1	25	4	4	4	4	1	1	2.32	5.00E-01
162.48	2	2	1	26	2	2	2	2	1	1	2.21	5.00E-01
167.27	2	2	1	27	2	2	2	2	1	1	2.34	2.50E+00
174.05	2	2	1	28	1	1	1	1	1	1	2.26	1.50E+00
179.83	2	2	1	29	3	3	3	3	1	1	2.2	5.00E-01
184.6	2	2	1	30	3	4	4	4	1	1	2.29	1.50E+00
190.38	2	2	1	31	3	3	3	3	1	1	2.25	2.50E+00
197.17	2	2	1	32	2	2	2	2	1	1	2.11	1.50E+00
202.95	2	2	1	33	2	1	1	1	1	1	2.31	1.50E+00
208.74	2	2	1	34	2	2	2	2	1	1	2.3	5.00E-01
213.52	2	2	1	35	2	2	2	2	1	1	2.17	2.50E+00
220.3	2	2	1	36	3	4	4	4	1	1	2.44	1.50E+00
226.09	2	2	1	37	1	1	1	1	1	1	2.1	5.00E-01
230.87	2	2	1	38	1	2	2	2	1	1	2.27	5.00E-01
235.65	2	2	1	39	3	3	3	3	1	1	2.13	5.00E-01
240.44	2	2	1	40	4	3	3	4	0	1	1.55	3.50E+00
248.22	2	2	1	41	3	4	4	4	1	1	2.33	5.00E-01
253.01	2	2	1	42	1	1	1	1	1	1	2.08	5.00E-01
257.79	2	2	1	43	4	4	4	4	1	1	2.24	1.50E+00
263.57	2	2	1	44	2	2	2	2	1	1	2.17	5.00E-01
268.36	2	2	1	45	4	4	4	4	1	1	2.1	3.50E+00
276.14	2	2	1	46	2	1	1	2	0	1	2.22	5.00E-01
280.92	2	2	1	47	1	1	1	1	1	1	2.01	3.50E+00
288.71	2	2	1	48	1	1	1	1	1	1	1.27	5.00E-01
293.49	2	2	1	49	1	1	1	1	1	1	0.95	5.00E-01
298.28	2	2	1	50	2	1	1	2	0	1	1.07	3.50E+00
306.06	2	2	1	51	3	4	4	3	0	1	2.18	2.50E+00
312.84	2	2	1	52	4	4	4	4	1	1	2.19	5.00E-01
317.63	2	2	1	53	3	3	3	3	1	1	2.18	5.50E+00
327.41	2	2	1	54	3	3	3	3	1	1	2.22	5.00E-01
332.19	2	2	1	55	4	4	4	4	1	1	2.28	1.50E+00
337.98	2	2	1	56	2	2	2	2	1	1	2.12	5.50E+00
347.76	2	2	1	57	2	2	2	2	1	1	2.04	1.50E+00
353.55	2	2	1	58	1	1	1	1	1	1	2.27	5.00E-01
358.33	2	2	1	59	4	3	3	3	1	1	2.41	1.50E+00
364.11	2	2	1	60	2	1	1	2	0	1	2.11	1.50E+00
369.9	2	2	1	61	4	3	3	3	1	1	2.4	4.50E+00
378.68	2	2	1	62	1	2	2	2	1	1	2.27	5.00E-01
383.46	2	2	1	63	1	1	1	1	1	1	2.13	5.00E-01
388.25	2	2	1	64	4	3	3	3	1	1	2.22	1.50E+00
394.03	2	2	1	65	3	4	4	4	1	1	2.46	4.50E+00
402.82	2	2	1	66	4	3	3	3	1	1	2.38	5.00E-01
407.6	2	2	1	67	2	2	2	2	1	1	2.22	5.00E-01
412.38	2	2	1	68	4	4	4	4	1	1	2.43	4.50E+00
421.17	2	2	1	69	4	4	4	4	1	1	2.64	1.50E+00
426.95	2	2	1	70	2	1	1	1	1	1	2.37	1.50E+00
432.73	2	2	1	71	2	2	2	2	1	1	2.3	8
445	2	2	1	72	1	2	2	1	0	1	2.12	5.00E-01
449.79	2	2	1	73	2	1	1	1	1	1	2.31	5.50E+00
459.57	2	2	1	74	4	3	3	3	1	1	2.33	5.00E-01
464.35	2	2	1	75	4	4	4	4	1	1	2.31	5.00E-01
469.14	2	2	1	76	3	3	3	3	1	1	2.05	5.00E-01
473.92	2	2	1	77	3	3	3	3	1	1	2.01	5.00E-01
478.7	2	2	1	78	2	1	1	2	0	1	1.45	5.00E-01
483.49	2	2	1	79	3	4	4	3	0	1	1.7	5.00E-01
488.27	2	2	1	80	4	4	4	4	1	1	2.11	5.00E-01
493.06	2	2	1	81	3	3	3	3	1	1	2.14	5.00E-01
497.84	2	2	1	82	2	1	1	2	0	1	2.09	5.00E-01
502.62	2	2	1	83	1	1	1	1	1	1	2.02	3.50E+00
510.41	2	2	1	84	3	4	4	4	1	1	2.5	3.50E+00
518.19	2	2	1	85	2	2	2	2	1	1	2.06	1.50E+00
523.97	2	2	1	86	2	2	2	2	1	1	2	2.50E+00
530.76	2	2	1	87	3	4	4	4	1	1	2.42	1.50E+00
