onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	2	1	1	1	2	2	2	1	1	2.49	4.50E+00
9.28	2	2	1	2	4	3	3	3	1	1	2.54	5.00E-01
14.04	2	2	1	3	1	2	2	2	1	1	2.34	5.00E-01
18.81	2	2	1	4	2	1	1	1	1	1	2.27	2.50E+00
25.58	2	2	1	5	3	3	3	3	1	1	2.5	1.50E+00
31.34	2	2	1	6	4	3	3	3	1	1	2.27	5.00E-01
36.11	2	2	1	7	2	2	2	2	1	1	2.33	5.00E-01
40.88	2	2	1	8	2	1	1	2	0	1	0.56	5.00E-01
45.65	2	2	1	9	2	2	2	2	1	1	2.28	3.50E+00
53.41	2	2	1	10	1	2	2	2	1	1	2.47	5.00E-01
58.18	2	2	1	11	4	4	4	4	1	1	2.56	3.50E+00
65.95	2	2	1	12	3	3	3	3	1	1	2.42	5.00E-01
70.71	2	2	1	13	1	2	2	2	1	1	2.33	5.00E-01
75.48	2	2	1	14	3	4	4	n/a	n/a	1	n/a	5.00E-01
80.25	2	2	1	15	2	1	1	1	1	1	2.91	5.00E-01
85.02	2	2	1	16	2	2	2	2	1	1	2.38	5.00E-01
89.78	2	2	1	17	2	2	2	2	1	1	2.36	1.50E+00
95.55	2	2	1	18	3	3	3	3	1	1	2.38	5.00E-01
100.32	2	2	1	19	4	3	3	3	1	1	2.37	4.50E+00
109.08	2	2	1	20	1	1	1	1	1	1	2.36	2.50E+00
115.85	2	2	1	21	4	4	4	4	1	1	2.56	5.00E-01
120.62	2	2	1	22	2	1	1	1	1	1	2.31	4.50E+00
129.39	2	2	1	23	1	1	1	1	1	1	2.33	5.00E-01
134.15	2	2	1	24	4	4	4	4	1	1	2.46	5.00E-01
138.92	2	2	1	25	2	1	1	1	1	1	2.34	1.50E+00
144.69	2	2	1	26	3	3	3	3	1	1	2.55	5.00E-01
149.45	2	2	1	27	3	3	3	3	1	1	2.8	3.50E+00
157.22	2	2	1	28	1	1	1	1	1	1	2.39	5.50E+00
166.99	2	2	1	29	3	3	3	3	1	1	2.49	1.50E+00
172.75	2	2	1	30	1	2	2	2	1	1	2.46	4.50E+00
181.52	2	2	1	31	4	4	4	4	1	1	2.54	5.00E-01
186.29	2	2	1	32	1	1	1	1	1	1	2.37	1.50E+00
192.06	2	2	1	33	4	3	3	3	1	1	2.62	1.50E+00
197.82	2	2	1	34	3	3	3	3	1	1	2.35	1.50E+00
203.59	2	2	1	35	2	2	2	2	1	1	2.46	1.50E+00
209.36	2	2	1	36	2	1	1	1	1	1	2.45	5.00E-01
214.12	2	2	1	37	2	1	1	1	1	1	2.34	2.50E+00
220.89	2	2	1	38	3	3	3	3	1	1	2.56	1.50E+00
226.66	2	2	1	39	3	4	4	4	1	1	2.46	5.00E-01
231.43	2	2	1	40	2	1	1	1	1	1	2.25	3.50E+00
239.19	2	2	1	41	3	3	3	3	1	1	2.47	5.00E-01
243.96	2	2	1	42	1	2	2	2	1	1	2.36	3.50E+00
251.73	2	2	1	43	4	4	4	4	1	1	2.46	2.50E+00
258.49	2	2	1	44	1	1	1	1	1	1	2.38	5.00E-01
263.26	2	2	1	45	3	3	3	3	1	1	2.64	5.00E-01
268.03	2	2	1	46	1	2	2	2	1	1	2.3	5.00E-01
272.79	2	2	1	47	4	4	4	3	0	1	2.27	5.00E-01
277.56	2	2	1	48	1	1	1	2	0	1	1.17	5.00E-01
282.33	2	2	1	49	3	4	4	4	1	1	2.44	1.50E+00
288.1	2	2	1	50	2	1	1	1	1	1	2.2	1.50E+00
293.86	2	2	1	51	1	2	2	2	1	1	2.15	5.50E+00
303.63	2	2	1	52	4	4	4	4	1	1	2.45	5.00E-01
308.4	2	2	1	53	2	1	1	1	1	1	2.34	2.50E+00
315.16	2	2	1	54	3	3	3	2	0	1	1.31	5.50E+00
324.93	2	2	1	55	2	2	2	2	1	1	2.29	3.50E+00
332.7	2	2	1	56	4	4	4	4	1	1	2.43	8
344.97	2	2	1	57	4	3	3	3	1	1	2.75	5.00E-01
349.73	2	2	1	58	1	2	2	2	1	1	2.38	3.50E+00
357.5	2	2	1	59	4	4	4	4	1	1	2.58	5.00E-01
362.27	2	2	1	60	2	2	2	2	1	1	2.34	5.00E-01
367.03	2	2	1	61	1	2	2	2	1	1	2.27	5.00E-01
371.8	2	2	1	62	2	1	1	1	1	1	2.46	5.50E+00
381.57	2	2	1	63	4	3	3	3	1	1	2.59	2.50E+00
388.34	2	2	1	64	3	4	4	4	1	1	2.52	5.00E-01
393.1	2	2	1	65	4	4	4	3	0	1	2.74	5.00E-01
397.87	2	2	1	66	4	4	4	4	1	1	2.45	1.50E+00
403.64	2	2	1	67	3	3	3	3	1	1	2.46	5.00E-01
408.4	2	2	1	68	1	1	1	1	1	1	2.35	5.50E+00
418.17	2	2	1	69	3	4	4	4	1	1	2.48	1.50E+00
