onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	2	1	1	1	1	1	1	1	1	2.58	5.00E-01
5.29	2	2	1	2	4	3	3	3	1	1	3.34	1.50E+00
11.05	2	2	1	3	3	4	4	4	1	1	2.47	5.00E-01
15.82	2	2	1	4	3	3	3	4	0	1	1.35	5.00E-01
20.58	2	2	1	5	1	2	2	1	0	1	1.31	4.50E+00
29.35	2	2	1	6	4	4	4	3	0	1	2.68	3.50E+00
37.13	2	2	1	7	4	4	4	4	1	1	2.59	1.50E+00
42.89	2	2	1	8	3	3	3	3	1	1	2.23	3.50E+00
50.68	2	2	1	9	4	4	4	4	1	1	2.62	5.00E-01
55.44	2	2	1	10	2	2	2	2	1	1	2.37	5.00E-01
60.21	2	2	1	11	3	3	3	3	1	1	2.88	1.50E+00
65.97	2	2	1	12	4	3	3	3	1	1	2.97	2.50E+00
72.74	2	2	1	13	1	1	1	1	1	1	2.18	1.50E+00
78.5	2	2	1	14	3	4	4	4	1	1	2.66	3.50E+00
86.27	2	2	1	15	4	4	4	4	1	1	3.03	8
98.53	2	2	1	16	3	3	3	3	1	1	2.26	5.00E-01
103.3	2	2	1	17	1	1	1	1	1	1	2.94	1.50E+00
109.06	2	2	1	18	3	3	3	3	1	1	2.76	5.50E+00
118.84	2	2	1	19	4	4	4	4	1	1	2.77	5.50E+00
128.61	2	2	1	20	3	3	3	3	1	1	2.73	1.50E+00
134.39	2	2	1	21	3	4	4	4	1	1	3.44	5.00E-01
139.15	2	2	1	22	3	3	3	3	1	1	2.43	2.50E+00
145.92	2	2	1	23	1	1	1	1	1	1	2.21	2.50E+00
152.68	2	2	1	24	3	3	3	3	1	1	3.12	5.00E-01
157.45	2	2	1	25	2	2	2	2	1	1	2.18	5.00E-01
162.23	2	2	1	26	1	2	2	1	0	1	1.18	5.00E-01
166.99	2	2	1	27	4	4	4	4	1	1	2.56	1.50E+00
172.78	2	2	1	28	4	3	3	3	1	1	2.74	1.50E+00
178.54	2	2	1	29	2	2	2	2	1	1	2.13	5.00E-01
183.31	2	2	1	30	1	2	2	1	0	1	1.11	3.50E+00
191.09	2	2	1	31	2	1	1	2	0	1	1.53	5.50E+00
200.85	2	2	1	32	4	3	3	3	1	1	2.58	3.50E+00
208.63	2	2	1	33	4	4	4	4	1	1	3.39	5.00E-01
213.4	2	2	1	34	3	3	3	2	0	1	3.03	5.00E-01
218.16	2	2	1	35	3	4	4	4	1	1	2.43	5.00E-01
222.93	2	2	1	36	1	2	2	n/a	n/a	1	n/a	4.50E+00
231.69	2	2	1	37	3	3	3	3	1	1	2.35	5.00E-01
236.46	2	2	1	38	3	3	3	3	1	1	2.13	5.00E-01
241.23	2	2	1	39	1	1	1	1	1	1	1.15	5.50E+00
251.01	2	2	1	40	2	1	1	2	0	1	0.83	5.00E-01
255.77	2	2	1	41	2	2	2	1	0	1	2.11	4.50E+00
264.55	2	2	1	42	4	4	4	4	1	1	3.25	5.50E+00
274.33	2	2	1	43	1	2	2	2	1	1	2.27	3.50E+00
282.1	2	2	1	44	2	1	1	1	1	1	2.41	5.00E-01
286.88	2	2	1	45	4	4	4	4	1	1	2.43	5.00E-01
291.65	2	2	1	46	3	3	3	3	1	1	2.36	5.00E-01
296.41	2	2	1	47	2	2	2	2	1	1	3.04	5.00E-01
301.18	2	2	1	48	2	2	2	2	1	1	2.5	5.00E-01
305.94	2	2	1	49	1	2	2	n/a	n/a	1	n/a	3.50E+00
313.71	2	2	1	50	4	3	3	3	1	1	2.48	5.00E-01
318.47	2	2	1	51	1	1	1	1	1	1	2.57	2.50E+00
325.24	2	2	1	52	1	2	2	2	1	1	2.5	5.00E-01
330	2	2	1	53	3	3	3	3	1	1	2.52	2.50E+00
336.78	2	2	1	54	2	1	1	1	1	1	2.58	5.50E+00
346.55	2	2	1	55	2	2	2	2	1	1	2.49	4.50E+00
355.33	2	2	1	56	4	3	3	3	1	1	2.45	5.00E-01
360.09	2	2	1	57	1	2	2	2	1	1	2.64	4.50E+00
368.86	2	2	1	58	3	3	3	3	1	1	2.52	5.00E-01
373.64	2	2	1	59	1	1	1	1	1	1	2.75	5.00E-01
378.41	2	2	1	60	4	4	4	4	1	1	2.93	5.00E-01
383.19	2	2	1	61	2	1	1	n/a	n/a	1	n/a	2.50E+00
389.97	2	2	1	62	2	2	2	2	1	1	2.38	5.00E-01
394.74	2	2	1	63	4	4	4	n/a	n/a	1	n/a	5.50E+00
404.52	2	2	1	64	3	4	4	4	1	1	2.4	5.00E-01
409.28	2	2	1	65	3	3	3	4	0	1	1.23	1.50E+00
415.05	2	2	1	66	2	2	2	2	1	1	2.55	5.00E-01
419.81	2	2	1	67	1	1	1	1	1	1	1.16	5.00E-01
424.58	2	2	1	68	1	2	2	2	1	1	2.72	5.00E-01
429.34	2	2	1	69	1	2	2	1	0	1	3.34	5.00E-01
434.11	2	2	1	70	4	3	3	3	1	1	2.5	5.00E-01
438.87	2	2	1	71	4	4	4	4	1	1	3.37	1.50E+00
444.64	2	2	1	72	3	4	4	n/a	n/a	1	n/a	1.50E+00
450.42	2	2	1	73	2	1	1	1	1	1	2.62	1.50E+00
456.19	2	2	1	74	4	4	4	n/a	n/a	1	n/a	5.00E-01
460.97	2	2	1	75	4	3	3	3	1	1	2.43	5.00E-01
465.73	2	2	1	76	2	2	2	2	1	1	3.13	2.50E+00
472.5	2	2	1	77	1	1	1	1	1	1	2.57	5.00E-01
477.26	2	2	1	78	1	1	1	1	1	1	2.48	5.00E-01
482.03	2	2	1	79	2	1	1	n/a	n/a	1	n/a	1.50E+00
487.81	2	2	1	80	1	1	1	1	1	1	1.34	8
500.09	2	2	1	81	1	1	1	1	1	1	2.24	5.00E-01
504.86	2	2	1	82	4	4	4	n/a	n/a	1	n/a	1.50E+00
510.62	2	2	1	83	2	1	1	1	1	1	2.46	1.50E+00
516.39	2	2	1	84	2	1	1	n/a	n/a	1	n/a	1.50E+00
522.15	2	2	1	85	3	3	3	n/a	n/a	1	n/a	1.50E+00
527.93	2	2	1	86	3	3	3	n/a	n/a	1	n/a	1.50E+00
533.7	2	2	1	87	4	4	4	4	1	1	2.39	2.50E+00
540.48	2	2	1	88	2	1	1	1	1	1	2.58	5.00E-01
545.25	2	2	1	89	2	2	2	2	1	1	2.4	5.00E-01
550.01	2	2	1	90	1	1	1	1	1	1	2.13	3.50E+00
557.79	2	2	1	91	1	2	2	2	1	1	3.71	1.50E+00
563.56	2	2	1	92	3	3	3	3	1	1	2.46	5.00E-01
568.34	2	2	1	93	2	1	1	1	1	1	2.42	1.50E+00
574.12	2	2	1	94	3	4	4	4	1	1	2.68	2.50E+00
580.89	2	2	1	95	2	2	2	2	1	1	2.52	1.50E+00
586.67	2	2	1	96	4	4	4	4	1	1	2.44	5.00E-01
591.43	2	2	1	97	4	4	4	n/a	n/a	1	n/a	5.00E-01
596.2	2	2	1	98	2	1	1	1	1	1	2.5	3.50E+00
603.98	2	2	1	99	1	2	2	2	1	1	2.33	2.50E+00
610.75	2	2	1	100	2	1	1	1	1	1	2.29	1.50E+00
