onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	1	1	1	3	4	4	2	0	1	1.17	3.50E+00
8.28	2	1	1	2	2	2	2	1	0	1	0.97	8
20.56	2	1	1	3	1	1	1	1	1	1	0.98	5.00E-01
25.35	2	1	1	4	3	3	3	2	0	1	0.68	5.00E-01
30.13	2	1	1	5	4	4	4	2	0	1	0.86	4.50E+00
38.91	2	1	1	6	4	3	3	2	0	1	0.96	5.00E-01
43.7	2	1	1	7	2	2	2	3	0	1	0.79	5.00E-01
48.48	2	1	1	8	2	2	2	1	0	1	0.9	4.50E+00
57.27	2	1	1	9	2	2	2	2	1	1	0.83	8
69.55	2	1	1	10	4	3	3	4	0	1	0.66	5.00E-01
74.33	2	1	1	11	4	4	4	3	0	1	0.66	5.00E-01
79.12	2	1	1	12	1	2	2	3	0	1	0.79	5.00E-01
83.9	2	1	1	13	3	3	3	1	0	1	0.72	5.00E-01
88.69	2	1	1	14	1	1	1	3	0	1	0.75	3.50E+00
96.47	2	1	1	15	1	1	1	1	1	1	1.17	5.00E-01
101.25	2	1	1	16	2	2	2	2	1	1	3.72	1.50E+00
107.04	2	1	1	17	1	1	1	2	0	1	1	5.00E-01
111.82	2	1	1	18	3	4	4	3	0	1	0.87	5.00E-01
116.6	2	1	1	19	3	4	4	1	0	1	0.97	1.50E+00
122.39	2	1	1	20	3	4	4	2	0	1	0.79	1.50E+00
128.17	2	1	1	21	4	3	3	3	1	1	0.85	2.50E+00
134.95	2	1	1	22	1	1	1	n/a	n/a	1	n/a	1.50E+00
140.74	2	1	1	23	1	1	1	1	1	1	0.67	5.00E-01
145.52	2	1	1	24	1	2	2	1	0	1	0.73	1.50E+00
151.31	2	1	1	25	4	4	4	3	0	1	3.23	5.00E-01
156.09	2	1	1	26	4	4	4	3	0	1	1.06	5.00E-01
160.87	2	1	1	27	4	3	3	3	1	1	0.75	5.00E-01
165.66	2	1	1	28	1	1	1	1	1	1	0.72	5.00E-01
170.44	2	1	1	29	1	1	1	2	0	1	0.81	5.00E-01
175.22	2	1	1	30	1	1	1	1	1	1	1.01	5.00E-01
180.01	2	1	1	31	3	3	3	n/a	n/a	1	n/a	5.00E-01
184.79	2	1	1	32	4	3	3	2	0	1	0.64	5.00E-01
189.57	2	1	1	33	1	1	1	1	1	1	0.69	5.00E-01
194.36	2	1	1	34	1	1	1	1	1	1	0.63	4.50E+00
203.14	2	1	1	35	1	2	2	1	0	1	0.56	1.50E+00
208.93	2	1	1	36	3	4	4	3	0	1	0.93	1.50E+00
214.71	2	1	1	37	2	1	1	n/a	n/a	1	n/a	1.50E+00
220.49	2	1	1	38	2	1	1	2	0	1	0.65	2.50E+00
227.28	2	1	1	39	2	1	1	1	1	1	1.04	1.50E+00
233.06	2	1	1	40	1	2	2	1	0	1	0.71	4.50E+00
241.85	2	1	1	41	1	1	1	n/a	n/a	1	n/a	5.00E-01
246.63	2	1	1	42	2	2	2	1	0	1	0.75	5.00E-01
251.41	2	1	1	43	3	4	4	3	0	1	0.84	5.00E-01
256.2	2	1	1	44	3	4	4	n/a	n/a	1	n/a	5.00E-01
260.98	2	1	1	45	4	3	3	2	0	1	0.15	5.00E-01
265.76	2	1	1	46	3	4	4	1	0	1	1.01	5.00E-01
270.55	2	1	1	47	4	3	3	3	1	1	1.24	5.00E-01
275.33	2	1	1	48	1	1	1	n/a	n/a	1	n/a	5.00E-01
280.11	2	1	1	49	3	3	3	2	0	1	0.71	1.50E+00
285.9	2	1	1	50	1	1	1	1	1	1	0.85	1.50E+00
291.68	2	1	1	51	4	3	3	n/a	n/a	1	n/a	5.50E+00
301.47	2	1	1	52	3	3	3	1	0	1	0.98	1.50E+00
