onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.5	2	1	1	1	1	2	2	2	1	1	3.6	5.00E-01
5.27	2	1	1	2	4	4	4	4	1	1	3.03	5.00E-01
10.03	2	1	1	3	3	3	3	3	1	1	2.54	1.50E+00
15.8	2	1	1	4	2	2	2	2	1	1	2.54	1.50E+00
21.56	2	1	1	5	3	3	3	3	1	1	3.29	5.00E-01
26.33	2	1	1	6	3	4	4	4	1	1	3.4	5.00E-01
31.11	2	1	1	7	2	2	2	2	1	1	2.55	5.00E-01
35.88	2	1	1	8	1	1	1	1	1	1	2.55	2.50E+00
42.66	2	1	1	9	3	4	4	4	1	1	2.65	2.50E+00
49.44	2	1	1	10	2	1	1	1	1	1	2.66	1.50E+00
55.2	2	1	1	11	1	1	1	1	1	1	2.21	1.50E+00
60.99	2	1	1	12	4	4	4	3	0	1	2.72	5.00E-01
65.75	2	1	1	13	2	1	1	n/a	n/a	1	n/a	5.50E+00
75.52	2	1	1	14	4	4	4	4	1	1	3.07	5.50E+00
85.3	2	1	1	15	4	4	4	4	1	1	2.55	5.00E-01
90.06	2	1	1	16	3	3	3	3	1	1	2.74	2.50E+00
96.84	2	1	1	17	4	4	4	4	1	1	2.22	2.50E+00
103.62	2	1	1	18	4	4	4	3	0	1	2.19	3.50E+00
111.39	2	1	1	19	2	2	2	1	0	1	2.11	4.50E+00
120.17	2	1	1	20	4	4	4	4	1	1	2.67	5.00E-01
124.94	2	1	1	21	1	2	2	2	1	1	2.83	2.50E+00
131.7	2	1	1	22	3	3	3	3	1	1	2.76	5.00E-01
136.47	2	1	1	23	3	3	3	3	1	1	2.14	1.50E+00
142.23	2	1	1	24	3	3	3	3	1	1	0.54	1.50E+00
148.01	2	1	1	25	3	4	4	3	0	1	0.78	2.50E+00
154.78	2	1	1	26	1	1	1	2	0	1	2.8	1.50E+00
160.56	2	1	1	27	3	4	4	4	1	1	2.97	5.00E-01
