onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	2	1	1	3	4	4	4	1	1	2.67	8
12.77	2	2	1	2	2	1	1	1	1	1	2.35	5.00E-01
17.56	2	2	1	3	1	1	1	1	1	1	2.46	5.00E-01
22.34	2	2	1	4	1	2	2	2	1	1	2.35	5.50E+00
32.13	2	2	1	5	2	2	2	2	1	1	2.27	5.00E-01
36.91	2	2	1	6	1	2	2	2	1	1	2.34	1.50E+00
42.69	2	2	1	7	1	1	1	1	1	1	2.27	1.50E+00
48.48	2	2	1	8	2	2	2	2	1	1	2.39	1.50E+00
54.26	2	2	1	9	4	3	3	3	1	1	2.44	5.50E+00
64.04	2	2	1	10	1	1	1	2	0	1	1.59	5.00E-01
68.81	2	2	1	11	3	4	4	4	1	1	2.51	5.00E-01
73.6	2	2	1	12	1	2	2	2	1	1	2.34	1.50E+00
79.38	2	2	1	13	4	4	4	4	1	1	2.37	5.00E-01
84.16	2	2	1	14	3	3	3	3	1	1	2.33	1.50E+00
89.95	2	2	1	15	2	2	2	2	1	1	2.35	1.50E+00
95.73	2	2	1	16	3	3	3	3	1	1	2.32	2.50E+00
102.51	2	2	1	17	4	4	4	4	1	1	1.1	1.50E+00
108.3	2	2	1	18	3	3	3	3	1	1	0.83	5.00E-01
113.08	2	2	1	19	3	3	3	3	1	1	0.47	5.00E-01
117.86	2	2	1	20	1	1	1	1	1	1	1.12	5.00E-01
122.65	2	2	1	21	2	1	1	1	1	1	1.86	3.50E+00
130.43	2	2	1	22	3	3	3	3	1	1	1.11	1.50E+00
136.22	2	2	1	23	2	1	1	2	0	1	1.42	5.00E-01
141	2	2	1	24	4	4	4	4	1	1	0.94	5.00E-01
145.78	2	2	1	25	1	1	1	1	1	1	2.23	5.00E-01
150.57	2	2	1	26	4	4	4	4	1	1	0.99	5.00E-01
155.35	2	2	1	27	2	2	2	2	1	1	2.17	2.50E+00
162.13	2	2	1	28	4	3	3	4	0	1	1.04	8
174.4	2	2	1	29	2	1	1	1	1	1	1.34	1.50E+00
180.19	2	2	1	30	3	3	3	4	0	1	1.2	2.50E+00
186.97	2	2	1	31	3	3	3	4	0	1	1.21	5.00E-01
191.75	2	2	1	32	4	4	4	3	0	1	1.27	5.00E-01
196.54	2	2	1	33	1	1	1	2	0	1	1.26	5.00E-01
201.32	2	2	1	34	3	3	3	3	1	1	1.48	5.00E-01
206.1	2	2	1	35	3	4	4	3	0	1	0.62	1.50E+00
211.89	2	2	1	36	4	4	4	3	0	1	0.97	1.50E+00
217.67	2	2	1	37	2	2	2	2	1	1	2.24	2.50E+00
224.46	2	2	1	38	1	2	2	1	0	1	1.27	5.00E-01
229.24	2	2	1	39	4	4	4	3	0	1	2.12	3.50E+00
237.02	2	2	1	40	2	1	1	1	1	1	1.34	4.50E+00
245.81	2	2	1	41	2	1	1	1	1	1	0.58	5.00E-01
250.59	2	2	1	42	4	4	4	3	0	1	1.56	4.50E+00
259.37	2	2	1	43	2	2	2	2	1	1	0.67	5.00E-01
264.16	2	2	1	44	4	4	4	4	1	1	2.4	5.00E-01
268.94	2	2	1	45	1	1	1	1	1	1	2.09	5.00E-01
273.73	2	2	1	46	3	3	3	3	1	1	2.23	2.50E+00
280.51	2	2	1	47	4	4	4	3	0	1	1.53	5.00E-01
285.29	2	2	1	48	2	1	1	1	1	1	0.94	5.50E+00
295.08	2	2	1	49	2	2	2	2	1	1	1.12	5.00E-01
299.86	2	2	1	50	4	4	4	4	1	1	2.31	3.50E+00
307.64	2	2	1	51	3	3	3	3	1	1	2.26	5.00E-01
312.43	2	2	1	52	3	3	3	3	1	1	2.23	1.50E+00
318.21	2	2	1	53	4	3	3	3	1	1	2.31	2.50E+00
325	2	2	1	54	1	2	2	2	1	1	1.23	3.50E+00
332.78	2	2	1	55	3	3	3	3	1	1	2.2	4.50E+00
341.56	2	2	1	56	1	2	2	1	0	1	0.51	5.00E-01
346.35	2	2	1	57	1	1	1	2	0	1	0.68	1.50E+00
352.13	2	2	1	58	1	2	2	1	0	1	0.45	5.00E-01
356.91	2	2	1	59	4	4	4	n/a	n/a	1	n/a	5.00E-01
361.7	2	2	1	60	2	2	2	1	0	1	1.4	5.50E+00
371.48	2	2	1	61	1	1	1	1	1	1	0.63	5.00E-01
376.27	2	2	1	62	4	4	4	4	1	1	2.33	5.00E-01
381.05	2	2	1	63	3	3	3	3	1	1	2.19	5.50E+00
390.83	2	2	1	64	3	3	3	4	0	1	1.62	5.00E-01
395.62	2	2	1	65	4	4	4	4	1	1	2.14	4.50E+00
404.4	2	2	1	66	2	1	1	2	0	1	0.55	1.50E+00
410.18	2	2	1	67	2	1	1	2	0	1	1.14	1.50E+00
415.97	2	2	1	68	3	3	3	3	1	1	1.7	2.50E+00
422.75	2	2	1	69	1	1	1	2	0	1	1.71	1.50E+00
428.54	2	2	1	70	2	2	2	1	0	1	1.16	3.50E+00
436.32	2	2	1	71	4	4	4	4	1	1	2.36	5.00E-01
441.1	2	2	1	72	4	4	4	3	0	1	2.14	5.00E-01
445.89	2	2	1	73	2	2	2	2	1	1	2.16	5.50E+00
455.65	2	2	1	74	3	3	3	3	1	1	1.24	1.50E+00
461.44	2	2	1	75	4	3	3	3	1	1	0.62	1.50E+00
467.22	2	2	1	76	1	1	1	1	1	1	1.09	3.50E+00
475.01	2	2	1	77	2	1	1	1	1	1	0.69	5.00E-01
479.79	2	2	1	78	4	4	4	4	1	1	0.64	3.50E+00
487.57	2	2	1	79	1	2	2	2	1	1	0.46	5.00E-01
492.36	2	2	1	80	1	1	1	2	0	1	0.49	5.00E-01
497.14	2	2	1	81	1	1	1	1	1	1	1.27	1.50E+00
502.92	2	2	1	82	3	3	3	3	1	1	1.16	5.00E-01
507.71	2	2	1	83	4	3	3	3	1	1	1.04	1.50E+00
513.49	2	2	1	84	3	4	4	4	1	1	0.51	5.00E-01
518.28	2	2	1	85	2	2	2	2	1	1	0.52	5.50E+00
528.06	2	2	1	86	2	2	2	2	1	1	0.84	5.00E-01
532.84	2	2	1	87	1	1	1	1	1	1	0.6	5.00E-01
537.63	2	2	1	88	2	2	2	1	0	1	0.59	1.50E+00
543.41	2	2	1	89	2	2	2	2	1	1	0.46	5.00E-01
548.19	2	2	1	90	4	4	4	3	0	1	0.86	5.00E-01
552.98	2	2	1	91	3	3	3	3	1	1	0.56	5.00E-01
557.76	2	2	1	92	4	4	4	4	1	1	0.79	2.50E+00
564.55	2	2	1	93	3	4	4	4	1	1	0.72	3.50E+00
572.33	2	2	1	94	3	3	3	3	1	1	0.46	2.50E+00
579.11	2	2	1	95	3	3	3	3	1	1	0.55	3.50E+00
586.9	2	2	1	96	2	2	2	1	0	1	0.47	5.00E-01
591.68	2	2	1	97	1	2	2	1	0	1	0.49	4.50E+00
600.46	2	2	1	98	1	2	2	1	0	1	0.52	1.50E+00
606.25	2	2	1	99	4	4	4	4	1	1	1.62	2.50E+00
613.03	2	2	1	100	1	1	1	1	1	1	0.52	5.00E-01
