onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.52	2	2	1	1	2	1	1	1	1	1	2.97	5.00E-01
5.3	2	2	1	2	2	2	2	1	0	1	1.4	5.50E+00
15.08	2	2	1	3	3	3	3	3	1	1	2.45	1.50E+00
20.87	2	2	1	4	2	1	1	1	1	1	2.28	5.00E-01
25.65	2	2	1	5	3	4	4	3	0	1	2.66	4.50E+00
34.44	2	2	1	6	1	2	2	2	1	1	2.48	5.00E-01
39.22	2	2	1	7	3	3	3	3	1	1	2.48	5.00E-01
44	2	2	1	8	3	3	3	3	1	1	2.43	4.50E+00
52.79	2	2	1	9	4	3	3	3	1	1	2.38	5.00E-01
57.57	2	2	1	10	4	3	3	3	1	1	2.34	5.00E-01
62.35	2	2	1	11	4	3	3	3	1	1	2.23	5.00E-01
67.14	2	2	1	12	3	3	3	3	1	1	2.16	2.50E+00
73.92	2	2	1	13	4	4	4	3	0	1	0.84	5.50E+00
83.71	2	2	1	14	4	3	3	3	1	1	2.26	2.50E+00
90.49	2	2	1	15	2	2	2	1	0	1	2.2	2.50E+00
97.27	2	2	1	16	1	2	2	2	1	1	2.41	5.00E-01
102.06	2	2	1	17	4	3	3	3	1	1	2.37	1.50E+00
107.84	2	2	1	18	1	1	1	1	1	1	2.34	5.00E-01
112.62	2	2	1	19	2	1	1	1	1	1	2.31	1.50E+00
118.41	2	2	1	20	4	4	4	3	0	1	1.54	2.50E+00
125.19	2	2	1	21	4	3	3	3	1	1	2.3	5.50E+00
134.98	2	2	1	22	2	2	2	2	1	1	2.52	1.50E+00
140.76	2	2	1	23	3	3	3	3	1	1	2.32	1.50E+00
146.54	2	2	1	24	2	1	1	1	1	1	2.38	5.00E-01
151.33	2	2	1	25	1	1	1	1	1	1	2.58	5.00E-01
156.11	2	2	1	26	4	4	4	3	0	1	2.24	5.00E-01
160.89	2	2	1	27	3	4	4	4	1	1	3	5.00E-01
165.68	2	2	1	28	2	1	1	1	1	1	2.25	1.50E+00
171.46	2	2	1	29	4	4	4	4	1	1	1.37	1.50E+00
177.25	2	2	1	30	3	4	4	3	0	1	1.29	1.50E+00
183.03	2	2	1	31	2	2	2	2	1	1	2.43	3.50E+00
190.81	2	2	1	32	1	1	1	1	1	1	2.41	3.50E+00
198.6	2	2	1	33	2	2	2	2	1	1	2.42	2.50E+00
205.38	2	2	1	34	2	1	1	1	1	1	2.31	1.50E+00
211.16	2	2	1	35	2	1	1	1	1	1	2.39	2.50E+00
217.95	2	2	1	36	3	4	4	4	1	1	2.42	5.00E-01
222.73	2	2	1	37	1	2	2	2	1	1	2.51	5.00E-01
227.52	2	2	1	38	1	1	1	1	1	1	2.33	5.00E-01
232.3	2	2	1	39	3	3	3	3	1	1	2.27	1.50E+00
238.08	2	2	1	40	1	1	1	1	1	1	2.49	3.50E+00
245.87	2	2	1	41	4	4	4	4	1	1	1.02	1.50E+00
251.65	2	2	1	42	2	2	2	2	1	1	1.55	2.50E+00
258.43	2	2	1	43	1	1	1	1	1	1	0.79	5.00E-01
263.22	2	2	1	44	3	4	4	4	1	1	2.27	5.00E-01
268	2	2	1	45	3	4	4	4	1	1	2.53	5.00E-01
272.79	2	2	1	46	2	1	1	2	0	1	2.15	5.00E-01
277.57	2	2	1	47	4	4	4	4	1	1	2.43	5.00E-01
282.35	2	2	1	48	2	1	1	1	1	1	2.21	8
294.64	2	2	1	49	3	3	3	3	1	1	2.64	5.00E-01
299.42	2	2	1	50	2	2	2	2	1	1	2.41	5.00E-01
304.2	2	2	1	51	2	1	1	1	1	1	2.36	1.50E+00
309.99	2	2	1	52	2	2	2	2	1	1	2.29	4.50E+00
318.77	2	2	1	53	1	2	2	1	0	1	0.99	5.00E-01
323.55	2	2	1	54	3	3	3	3	1	1	2.3	5.00E-01
328.34	2	2	1	55	3	3	3	3	1	1	0.75	5.00E-01
333.12	2	2	1	56	1	1	1	1	1	1	2.32	5.00E-01
337.91	2	2	1	57	1	1	1	1	1	1	0.87	5.00E-01
342.69	2	2	1	58	4	4	4	4	1	1	0.98	5.50E+00
352.47	2	2	1	59	3	4	4	4	1	1	2.44	1.50E+00
