onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	1	1	1	1	2	2	2	1	1	2.5	1.50E+00
6.3	2	1	1	2	3	3	3	3	1	1	2.42	5.00E-01
11.08	2	1	1	3	4	4	4	4	1	1	2.47	4.50E+00
19.86	2	1	1	4	3	3	3	3	1	1	2.45	3.50E+00
27.65	2	1	1	5	2	2	2	1	0	1	2.28	3.50E+00
35.43	2	1	1	6	3	3	3	3	1	1	2.27	5.00E-01
40.21	2	1	1	7	4	4	4	4	1	1	2.38	5.00E-01
45	2	1	1	8	3	3	3	3	1	1	0.53	5.00E-01
49.78	2	1	1	9	2	2	2	2	1	1	2.21	5.50E+00
59.57	2	1	1	10	2	2	2	2	1	1	0.66	5.00E-01
64.35	2	1	1	11	1	2	2	2	1	1	2.44	1.50E+00
70.13	2	1	1	12	1	1	1	2	0	1	0.64	5.50E+00
79.92	2	1	1	13	1	1	1	1	1	1	2.33	5.00E-01
84.7	2	1	1	14	2	2	2	2	1	1	0.96	5.00E-01
89.49	2	1	1	15	4	4	4	4	1	1	0.98	5.00E-01
94.27	2	1	1	16	2	2	2	2	1	1	0.84	3.50E+00
102.05	2	1	1	17	4	4	4	4	1	1	0.96	5.00E-01
106.84	2	1	1	18	2	2	2	2	1	1	0.65	5.00E-01
111.62	2	1	1	19	2	2	2	2	1	1	0.61	3.50E+00
119.4	2	1	1	20	1	1	1	3	0	1	1.36	2.50E+00
126.19	2	1	1	21	3	3	3	3	1	1	0.6	1.50E+00
131.97	2	1	1	22	4	4	4	n/a	n/a	1	n/a	5.50E+00
141.75	2	1	1	23	1	2	2	2	1	1	2.34	1.50E+00
147.54	2	1	1	24	4	3	3	4	0	1	0.83	5.00E-01
152.32	2	1	1	25	3	3	3	3	1	1	0.67	5.00E-01
157.11	2	1	1	26	3	3	3	3	1	1	0.69	5.00E-01
161.89	2	1	1	27	1	1	1	1	1	1	2.35	5.00E-01
166.67	2	1	1	28	3	4	4	3	0	1	0.67	1.50E+00
172.46	2	1	1	29	4	3	3	4	0	1	0.95	2.50E+00
179.24	2	1	1	30	1	1	1	1	1	1	2.39	5.00E-01
184.02	2	1	1	31	1	1	1	1	1	1	0.66	5.00E-01
188.81	2	1	1	32	4	4	4	3	0	1	0.88	5.00E-01
193.59	2	1	1	33	2	1	1	2	0	1	0.8	2.50E+00
200.38	2	1	1	34	4	4	4	3	0	1	1.02	1.50E+00
206.16	2	1	1	35	4	4	4	4	1	1	0.96	1.50E+00
211.94	2	1	1	36	1	1	1	1	1	1	1.02	5.00E-01
216.73	2	1	1	37	2	1	1	2	0	1	1.03	5.00E-01
221.51	2	1	1	38	1	2	2	1	0	1	0.65	4.50E+00
230.29	2	1	1	39	4	3	3	3	1	1	1.01	8
242.58	2	1	1	40	4	4	4	3	0	1	1.11	5.00E-01
247.36	2	1	1	41	3	4	4	n/a	n/a	1	n/a	2.50E+00
254.15	2	1	1	42	2	1	1	4	0	1	1.27	2.50E+00
260.93	2	1	1	43	3	3	3	n/a	n/a	1	n/a	2.50E+00
267.71	2	1	1	44	1	1	1	2	0	1	1.03	1.50E+00
273.5	2	1	1	45	3	3	3	3	1	1	0.92	3.50E+00
281.28	2	1	1	46	1	1	1	2	0	1	0.98	5.00E-01
286.06	2	1	1	47	2	1	1	1	1	1	0.98	2.50E+00
292.85	2	1	1	48	1	1	1	1	1	1	0.56	5.00E-01
297.63	2	1	1	49	3	3	3	1	0	1	1.22	5.00E-01
302.42	2	1	1	50	4	3	3	3	1	1	1.07	1.50E+00
308.2	2	1	1	51	1	1	1	1	1	1	0.72	1.50E+00
313.98	2	1	1	52	1	1	1	1	1	1	0.65	5.50E+00
323.77	2	1	1	53	1	1	1	1	1	1	0.78	1.50E+00
329.55	2	1	1	54	4	4	4	3	0	1	1.32	5.50E+00
339.34	2	1	1	55	2	2	2	1	0	1	0.94	1.50E+00
345.12	2	1	1	56	3	3	3	3	1	1	1.05	5.00E-01
349.9	2	1	1	57	3	4	4	3	0	1	3.05	5.00E-01
354.69	2	1	1	58	3	4	4	4	1	1	0.89	5.00E-01
359.47	2	1	1	59	1	1	1	1	1	1	0.71	4.50E+00
368.25	2	1	1	60	2	2	2	2	1	1	0.73	2.50E+00
375.04	2	1	1	61	2	1	1	2	0	1	0.63	1.50E+00
380.82	2	1	1	62	3	3	3	3	1	1	0.99	5.00E-01
385.6	2	1	1	63	4	4	4	4	1	1	0.64	5.00E-01
390.39	2	1	1	64	4	4	4	4	1	1	2.48	5.00E-01
395.17	2	1	1	65	3	3	3	3	1	1	0.66	4.50E+00
403.96	2	1	1	66	4	4	4	4	1	1	0.74	3.50E+00
411.74	2	1	1	67	4	4	4	4	1	1	0.7	5.00E-01
416.52	2	1	1	68	2	1	1	1	1	1	2.39	5.50E+00
426.31	2	1	1	69	2	2	2	2	1	1	2.23	1.50E+00
432.09	2	1	1	70	4	4	4	4	1	1	0.68	5.00E-01
436.88	2	1	1	71	3	3	3	3	1	1	0.62	1.50E+00
442.66	2	1	1	72	1	2	2	1	0	1	0.59	5.50E+00
452.44	2	1	1	73	1	1	1	2	0	1	0.54	5.00E-01
457.23	2	1	1	74	3	4	4	3	0	1	0.65	3.50E+00
465.01	2	1	1	75	3	3	3	4	0	1	0.78	5.00E-01
469.79	2	1	1	76	2	2	2	2	1	1	2.31	2.50E+00
476.58	2	1	1	77	4	3	3	4	0	1	0.82	5.00E-01
481.36	2	1	1	78	2	2	2	2	1	1	0.89	5.00E-01
486.15	2	1	1	79	1	2	2	2	1	1	2.35	3.50E+00
493.93	2	1	1	80	4	4	4	3	0	1	0.97	1.50E+00
499.71	2	1	1	81	3	3	3	3	1	1	2.34	1.50E+00
505.5	2	1	1	82	2	2	2	2	1	1	1.28	1.50E+00
511.28	2	1	1	83	3	3	3	4	0	1	1.09	5.00E-01
516.06	2	1	1	84	3	3	3	3	1	1	0.58	3.50E+00
523.85	2	1	1	85	2	2	2	2	1	1	0.58	1.50E+00
529.63	2	1	1	86	3	3	3	3	1	1	1.09	5.00E-01
534.41	2	1	1	87	1	1	1	2	0	1	1.01	8
546.7	2	1	1	88	2	2	2	2	1	1	0.69	4.50E+00
555.48	2	1	1	89	4	4	4	4	1	1	1.07	1.50E+00
561.27	2	1	1	90	1	1	1	1	1	1	0.61	1.50E+00
567.05	2	1	1	91	1	1	1	1	1	1	0.62	1.50E+00
572.83	2	1	1	92	4	4	4	4	1	1	0.66	5.00E-01
577.62	2	1	1	93	2	2	2	2	1	1	0.65	5.00E-01
582.4	2	1	1	94	2	1	1	2	0	1	0.58	5.00E-01
587.19	2	1	1	95	2	2	2	1	0	1	0.63	5.00E-01
591.97	2	1	1	96	1	2	2	2	1	1	1.33	5.00E-01
596.75	2	1	1	97	3	3	3	4	0	1	1.35	5.00E-01
601.54	2	1	1	98	2	1	1	1	1	1	2.32	5.00E-01
606.32	2	1	1	99	4	4	4	4	1	1	2.44	2.50E+00
613.1	2	1	1	100	4	4	4	3	0	1	1.03	5.00E-01
