onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	1	1	1	4	3	3	4	0	1	3.22	2.50E+00
7.29	2	1	1	2	2	2	2	2	1	1	2.97	5.00E-01
12.07	2	1	1	3	3	3	3	3	1	1	2.86	2.50E+00
18.86	2	1	1	4	4	3	3	2	0	1	0.79	5.00E-01
23.64	2	1	1	5	1	1	1	1	1	1	2.53	3.50E+00
31.43	2	1	1	6	2	2	2	2	1	1	2.75	1.50E+00
37.21	2	1	1	7	3	4	4	4	1	1	2.7	4.50E+00
45.99	2	1	1	8	2	2	2	2	1	1	2.51	3.50E+00
53.78	2	1	1	9	4	3	3	3	1	1	2.9	5.00E-01
58.56	2	1	1	10	2	2	2	2	1	1	2.17	2.50E+00
65.34	2	1	1	11	4	4	4	4	1	1	2.5	1.50E+00
71.13	2	1	1	12	4	3	3	3	1	1	2.6	5.00E-01
75.91	2	1	1	13	1	1	1	1	1	1	2.27	5.00E-01
80.7	2	1	1	14	4	4	4	4	1	1	2.58	3.50E+00
88.48	2	1	1	15	4	3	3	3	1	1	2.43	4.50E+00
97.26	2	1	1	16	3	4	4	4	1	1	2.57	5.00E-01
102.05	2	1	1	17	3	4	4	4	1	1	2.44	4.50E+00
110.83	2	1	1	18	4	3	3	3	1	1	2.19	1.50E+00
116.61	2	1	1	19	3	3	3	3	1	1	2.37	3.50E+00
124.4	2	1	1	20	1	1	1	1	1	1	2.92	3.50E+00
132.18	2	1	1	21	3	4	4	4	1	1	2.56	5.00E-01
136.97	2	1	1	22	2	1	1	1	1	1	2.73	5.00E-01
141.75	2	1	1	23	3	4	4	4	1	1	2.49	4.50E+00
150.53	2	1	1	24	1	1	1	1	1	1	2.65	1.50E+00
156.32	2	1	1	25	3	4	4	4	1	1	2.57	5.00E-01
161.1	2	1	1	26	1	1	1	1	1	1	2.33	5.00E-01
165.88	2	1	1	27	4	4	4	3	0	1	1.24	1.50E+00
171.67	2	1	1	28	4	3	3	3	1	1	2.73	5.00E-01
176.45	2	1	1	29	3	3	3	3	1	1	2.62	5.00E-01
181.24	2	1	1	30	2	1	1	1	1	1	2.55	1.50E+00
187.02	2	1	1	31	4	4	4	4	1	1	2.68	1.50E+00
192.8	2	1	1	32	1	2	2	2	1	1	2.53	1.50E+00
198.59	2	1	1	33	1	1	1	1	1	1	2.53	5.00E-01
203.37	2	1	1	34	2	2	2	4	0	1	1.27	5.50E+00
213.15	2	1	1	35	4	4	4	4	1	1	2.98	5.00E-01
217.94	2	1	1	36	4	3	3	3	1	1	2.5	5.00E-01
222.72	2	1	1	37	2	2	2	2	1	1	2.56	5.00E-01
227.51	2	1	1	38	3	4	4	4	1	1	2.48	5.00E-01
232.29	2	1	1	39	3	3	3	3	1	1	2.42	5.00E-01
237.07	2	1	1	40	1	2	2	2	1	1	2.48	5.00E-01
241.86	2	1	1	41	2	1	1	1	1	1	1.17	5.00E-01
246.64	2	1	1	42	1	1	1	2	0	1	2.32	5.00E-01
251.42	2	1	1	43	4	4	4	4	1	1	2.6	5.50E+00
261.21	2	1	1	44	4	3	3	3	1	1	2.54	5.00E-01
265.99	2	1	1	45	1	2	2	2	1	1	2.42	5.00E-01
270.78	2	1	1	46	1	1	1	1	1	1	3.05	1.50E+00
276.56	2	1	1	47	4	4	4	4	1	1	2.51	8
288.83	2	1	1	48	1	1	1	1	1	1	2.65	5.00E-01
293.61	2	1	1	49	3	3	3	3	1	1	2.56	5.50E+00
303.39	2	1	1	50	3	4	4	4	1	1	2.75	5.00E-01
308.18	2	1	1	51	1	1	1	2	0	1	1.49	2.50E+00
314.96	2	1	1	52	4	4	4	4	1	1	2.81	5.00E-01
319.75	2	1	1	53	4	3	3	3	1	1	2.69	5.00E-01
324.53	2	1	1	54	3	4	4	4	1	1	2.76	2.50E+00
331.31	2	1	1	55	2	2	2	2	1	1	2.52	5.00E-01
336.1	2	1	1	56	3	3	3	3	1	1	2.52	5.00E-01
340.88	2	1	1	57	2	1	1	1	1	1	2.6	1.50E+00
