onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	2	1	1	3	3	3	3	1	1	2.77	5.00E-01
5.3	2	2	1	2	2	2	2	2	1	1	2.36	5.00E-01
10.08	2	2	1	3	2	2	2	2	1	1	2.16	5.00E-01
14.87	2	2	1	4	1	1	1	1	1	1	2.1	5.00E-01
19.65	2	2	1	5	4	3	3	3	1	1	2.47	5.50E+00
29.43	2	2	1	6	2	2	2	2	1	1	2.26	5.00E-01
34.22	2	2	1	7	1	1	1	1	1	1	0.69	5.00E-01
39	2	2	1	8	1	1	1	1	1	1	0.59	5.50E+00
48.78	2	2	1	9	2	1	1	1	1	1	2.29	2.50E+00
55.57	2	2	1	10	1	2	2	1	0	1	0.53	5.00E-01
60.35	2	2	1	11	4	3	3	4	0	1	1.34	3.50E+00
68.14	2	2	1	12	2	1	1	1	1	1	2.33	1.50E+00
73.92	2	2	1	13	1	1	1	1	1	1	1.5	5.00E-01
78.7	2	2	1	14	1	1	1	1	1	1	2.19	5.00E-01
83.49	2	2	1	15	1	1	1	1	1	1	0.57	5.00E-01
88.27	2	2	1	16	3	3	3	3	1	1	1.41	3.50E+00
96.05	2	2	1	17	4	4	4	3	0	1	1.12	5.00E-01
100.84	2	2	1	18	1	1	1	1	1	1	0.72	4.50E+00
109.62	2	2	1	19	4	3	3	4	0	1	1.42	1.50E+00
115.41	2	2	1	20	3	3	3	3	1	1	1.22	5.00E-01
120.19	2	2	1	21	3	4	4	3	0	1	0.57	5.00E-01
124.97	2	2	1	22	1	1	1	1	1	1	0.73	2.50E+00
131.76	2	2	1	23	4	4	4	4	1	1	2.36	1.50E+00
137.54	2	2	1	24	1	1	1	1	1	1	0.71	5.00E-01
142.32	2	2	1	25	2	2	2	2	1	1	2.32	2.50E+00
149.11	2	2	1	26	2	1	1	1	1	1	2.18	2.50E+00
155.89	2	2	1	27	4	3	3	3	1	1	2.68	1.50E+00
161.68	2	2	1	28	1	2	2	1	0	1	0.63	5.00E-01
166.46	2	2	1	29	1	1	1	1	1	1	0.72	5.00E-01
171.24	2	2	1	30	4	3	3	3	1	1	2.54	5.00E-01
176.03	2	2	1	31	4	4	4	4	1	1	2.43	1.50E+00
181.81	2	2	1	32	2	1	1	1	1	1	2.28	5.00E-01
186.59	2	2	1	33	4	3	3	3	1	1	2.6	8
198.88	2	2	1	34	2	2	2	2	1	1	2.21	5.50E+00
208.66	2	2	1	35	4	3	3	3	1	1	2.44	5.00E-01
213.45	2	2	1	36	2	1	1	1	1	1	2.32	5.50E+00
223.23	2	2	1	37	4	4	4	4	1	1	2.4	2.50E+00
230.01	2	2	1	38	3	4	4	3	0	1	0.69	3.50E+00
237.8	2	2	1	39	4	4	4	4	1	1	2.36	5.00E-01
242.58	2	2	1	40	3	3	3	3	1	1	0.81	5.00E-01
247.36	2	2	1	41	3	3	3	3	1	1	2.35	4.50E+00
256.15	2	2	1	42	3	3	3	3	1	1	0.61	1.50E+00
261.93	2	2	1	43	1	1	1	1	1	1	0.67	5.00E-01
266.72	2	2	1	44	2	2	2	2	1	1	2.26	1.50E+00
272.5	2	2	1	45	2	1	1	1	1	1	2.3	5.00E-01
277.28	2	2	1	46	4	4	4	4	1	1	2.31	3.50E+00
285.07	2	2	1	47	4	4	4	4	1	1	2.81	5.00E-01
289.85	2	2	1	48	4	4	4	3	0	1	2.13	1.50E+00
295.63	2	2	1	49	3	3	3	2	0	1	0.62	1.50E+00
301.42	2	2	1	50	3	4	4	3	0	1	0.5	5.00E-01
306.2	2	2	1	51	4	4	4	4	1	1	2.19	1.50E+00
311.99	2	2	1	52	3	3	3	3	1	1	0.86	1.50E+00
317.77	2	2	1	53	3	4	4	3	0	1	0.74	5.00E-01
322.55	2	2	1	54	4	3	3	3	1	1	2.32	1.50E+00
328.34	2	2	1	55	3	4	4	3	0	1	0.7	3.50E+00
336.12	2	2	1	56	3	4	4	4	1	1	2.49	3.50E+00
