onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	2	1	1	4	3	3	3	1	1	2.47	1.50E+00
6.3	2	2	1	2	4	4	4	4	1	1	2.48	5.00E-01
11.08	2	2	1	3	4	4	4	4	1	1	2.39	2.50E+00
17.87	2	2	1	4	2	1	1	1	1	1	2.41	5.50E+00
27.65	2	2	1	5	1	1	1	1	1	1	2.39	3.50E+00
35.43	2	2	1	6	3	3	3	3	1	1	2.41	4.50E+00
44.22	2	2	1	7	4	4	4	4	1	1	2.3	4.50E+00
53	2	2	1	8	4	3	3	4	0	1	0.63	1.50E+00
58.78	2	2	1	9	3	3	3	3	1	1	2.48	3.50E+00
66.57	2	2	1	10	1	1	1	1	1	1	2.44	2.50E+00
73.35	2	2	1	11	4	4	4	4	1	1	2.44	2.50E+00
80.14	2	2	1	12	1	2	2	2	1	1	2.45	1.50E+00
85.92	2	2	1	13	1	1	1	1	1	1	2.32	1.50E+00
91.7	2	2	1	14	2	2	2	2	1	1	2.41	5.50E+00
101.49	2	2	1	15	2	2	2	2	1	1	2.12	5.50E+00
111.27	2	2	1	16	1	2	2	1	0	1	2.2	5.00E-01
116.06	2	2	1	17	3	3	3	3	1	1	2.26	5.00E-01
120.84	2	2	1	18	4	3	3	4	0	1	2.24	2.50E+00
127.62	2	2	1	19	1	1	1	1	1	1	2.44	5.00E-01
132.41	2	2	1	20	1	1	1	1	1	1	2.17	1.50E+00
138.19	2	2	1	21	4	4	4	4	1	1	2.23	1.50E+00
143.97	2	2	1	22	2	2	2	2	1	1	1.57	3.50E+00
151.76	2	2	1	23	1	2	2	2	1	1	2.43	5.50E+00
161.53	2	2	1	24	3	3	3	3	1	1	2.17	5.00E-01
166.31	2	2	1	25	3	4	4	3	0	1	0.75	5.00E-01
171.09	2	2	1	26	3	3	3	3	1	1	2.18	5.00E-01
175.88	2	2	1	27	3	3	3	3	1	1	0.83	4.50E+00
184.66	2	2	1	28	4	4	4	4	1	1	0.93	5.00E-01
189.44	2	2	1	29	3	3	3	3	1	1	0.69	5.00E-01
194.23	2	2	1	30	2	2	2	2	1	1	0.73	1.50E+00
200.01	2	2	1	31	3	4	4	3	0	1	0.94	5.00E-01
204.79	2	2	1	32	1	2	2	2	1	1	2.38	5.50E+00
214.58	2	2	1	33	2	2	2	2	1	1	0.81	1.50E+00
220.36	2	2	1	34	3	3	3	3	1	1	0.79	4.50E+00
229.15	2	2	1	35	3	4	4	3	0	1	0.75	5.00E-01
233.93	2	2	1	36	4	4	4	4	1	1	0.98	1.50E+00
239.71	2	2	1	37	2	2	2	2	1	1	0.87	3.50E+00
247.5	2	2	1	38	2	2	2	2	1	1	0.66	2.50E+00
254.28	2	2	1	39	2	2	2	2	1	1	0.66	3.50E+00
262.07	2	2	1	40	1	1	1	1	1	1	2.3	5.00E-01
266.85	2	2	1	41	2	1	1	2	0	1	1.79	5.00E-01
271.63	2	2	1	42	1	1	1	1	1	1	2.35	1.50E+00
277.42	2	2	1	43	2	2	2	2	1	1	0.62	2.50E+00
284.2	2	2	1	44	3	4	4	3	0	1	0.69	1.50E+00
289.98	2	2	1	45	4	3	3	4	0	1	0.68	5.00E-01
294.77	2	2	1	46	1	1	1	1	1	1	2.36	1.50E+00
300.53	2	2	1	47	3	4	4	3	0	1	0.83	5.00E-01
305.32	2	2	1	48	3	3	3	3	1	1	2.2	1.50E+00
311.1	2	2	1	49	3	3	3	3	1	1	0.82	5.00E-01
315.89	2	2	1	50	2	2	2	2	1	1	1.48	1.50E+00
321.67	2	2	1	51	2	1	1	2	0	1	0.68	5.00E-01
326.45	2	2	1	52	4	3	3	3	1	1	2.49	1.50E+00
332.24	2	2	1	53	4	3	3	3	1	1	2.28	5.00E-01
337.02	2	2	1	54	4	4	4	4	1	1	2.39	5.00E-01
341.8	2	2	1	55	1	2	2	2	1	1	2.47	5.00E-01
346.59	2	2	1	56	3	4	4	4	1	1	2.3	5.00E-01
351.37	2	2	1	57	4	3	3	3	1	1	2.32	8
363.64	2	2	1	58	4	4	4	4	1	1	2.43	5.50E+00
373.41	2	2	1	59	3	3	3	3	1	1	2.34	5.00E-01
378.19	2	2	1	60	3	4	4	4	1	1	2.72	5.00E-01
382.97	2	2	1	61	1	2	2	2	1	1	2.34	5.00E-01
387.76	2	2	1	62	2	1	1	2	0	1	0.71	1.50E+00
393.54	2	2	1	63	1	2	2	2	1	1	2.37	5.00E-01
398.32	2	2	1	64	3	4	4	4	1	1	3.04	5.00E-01
403.11	2	2	1	65	4	4	4	4	1	1	2.45	5.00E-01
407.89	2	2	1	66	2	2	2	2	1	1	2.56	5.00E-01
412.68	2	2	1	67	1	1	1	1	1	1	2.44	1.50E+00
418.46	2	2	1	68	1	1	1	1	1	1	2.31	5.00E-01
423.24	2	2	1	69	4	3	3	4	0	1	2.63	5.00E-01
428.03	2	2	1	70	1	1	1	1	1	1	2.22	2.50E+00
434.81	2	2	1	71	2	1	1	2	0	1	0.72	3.50E+00
442.59	2	2	1	72	4	3	3	3	1	1	2.37	3.50E+00
450.38	2	2	1	73	3	4	4	4	1	1	2.54	1.50E+00
456.16	2	2	1	74	4	3	3	3	1	1	2.43	2.50E+00
462.95	2	2	1	75	1	2	2	1	0	1	2.48	5.00E-01
467.73	2	2	1	76	1	1	1	1	1	1	2.41	2.50E+00
474.5	2	2	1	77	4	3	3	3	1	1	2.44	2.50E+00
481.28	2	2	1	78	4	4	4	4	1	1	2.44	5.00E-01
486.06	2	2	1	79	2	2	2	2	1	1	2.22	5.00E-01
490.85	2	2	1	80	1	2	2	2	1	1	2.35	3.50E+00
498.63	2	2	1	81	3	4	4	4	1	1	2.46	5.00E-01
503.41	2	2	1	82	1	1	1	1	1	1	2.41	3.50E+00
511.2	2	2	1	83	3	4	4	4	1	1	2.44	5.00E-01
515.98	2	2	1	84	2	2	2	2	1	1	2.45	5.00E-01
520.77	2	2	1	85	3	3	3	3	1	1	2.28	5.00E-01
525.55	2	2	1	86	2	2	2	2	1	1	2.45	5.50E+00
535.32	2	2	1	87	2	1	1	1	1	1	2.38	1.50E+00
541.1	2	2	1	88	2	1	1	1	1	1	2.33	1.50E+00
546.88	2	2	1	89	3	3	3	3	1	1	0.96	8
559.15	2	2	1	90	2	1	1	1	1	1	1.79	5.00E-01
563.94	2	2	1	91	1	1	1	2	0	1	0.98	5.00E-01
568.72	2	2	1	92	2	1	1	1	1	1	2.3	5.00E-01
573.5	2	2	1	93	1	1	1	1	1	1	2.16	1.50E+00
579.29	2	2	1	94	3	4	4	3	0	1	0.83	5.00E-01
584.07	2	2	1	95	2	1	1	1	1	1	2.37	5.00E-01
588.85	2	2	1	96	4	3	3	3	1	1	2.42	5.00E-01
593.64	2	2	1	97	1	2	2	1	0	1	0.86	5.00E-01
598.42	2	2	1	98	4	4	4	4	1	1	2.33	5.00E-01
603.2	2	2	1	99	4	3	3	3	1	1	2.38	4.50E+00
611.99	2	2	1	100	2	2	2	1	0	1	2.51	1.50E+00
