onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	2	1	1	4	4	4	4	1	1	2.82	5.00E-01
5.3	2	2	1	2	2	2	2	2	1	1	2.6	5.00E-01
10.08	2	2	1	3	3	4	4	4	1	1	2.78	5.00E-01
14.86	2	2	1	4	3	3	3	3	1	1	2.4	5.00E-01
19.65	2	2	1	5	3	3	3	3	1	1	1.09	3.50E+00
27.43	2	2	1	6	4	3	3	3	1	1	2.45	5.00E-01
32.22	2	2	1	7	4	4	4	4	1	1	1.26	1.50E+00
38	2	2	1	8	2	2	2	2	1	1	1	1.50E+00
43.78	2	2	1	9	4	4	4	4	1	1	1.12	5.00E-01
48.57	2	2	1	10	1	1	1	1	1	1	2.33	1.50E+00
54.35	2	2	1	11	1	2	2	1	0	1	0.92	5.00E-01
59.13	2	2	1	12	1	2	2	2	1	1	1.35	1.50E+00
64.92	2	2	1	13	1	1	1	2	0	1	0.8	5.00E-01
69.7	2	2	1	14	1	1	1	1	1	1	1.23	3.50E+00
77.49	2	2	1	15	1	1	1	1	1	1	2.51	5.00E-01
82.27	2	2	1	16	3	3	3	3	1	1	3.03	3.50E+00
90.05	2	2	1	17	1	1	1	1	1	1	1.28	1.50E+00
95.84	2	2	1	18	1	2	2	1	0	1	0.74	5.00E-01
100.62	2	2	1	19	3	3	3	3	1	1	2.21	2.50E+00
107.4	2	2	1	20	4	4	4	4	1	1	0.99	5.50E+00
117.19	2	2	1	21	3	3	3	3	1	1	2.16	2.50E+00
123.97	2	2	1	22	2	2	2	2	1	1	0.86	1.50E+00
129.76	2	2	1	23	3	3	3	4	0	1	1.24	5.00E-01
134.54	2	2	1	24	2	1	1	2	0	1	0.48	5.00E-01
139.32	2	2	1	25	2	1	1	1	1	1	0.54	5.00E-01
144.11	2	2	1	26	1	1	1	1	1	1	2.66	1.50E+00
149.87	2	2	1	27	3	4	4	3	0	1	1.08	5.00E-01
154.66	2	2	1	28	2	2	2	2	1	1	2.42	1.50E+00
160.44	2	2	1	29	4	4	4	4	1	1	2.67	5.00E-01
165.22	2	2	1	30	1	1	1	1	1	1	2.64	5.00E-01
170.01	2	2	1	31	1	1	1	1	1	1	2.22	5.50E+00
179.79	2	2	1	32	1	1	1	1	1	1	2.29	1.50E+00
185.58	2	2	1	33	4	4	4	4	1	1	3.49	1.50E+00
191.36	2	2	1	34	2	2	2	2	1	1	1.09	2.50E+00
198.14	2	2	1	35	1	1	1	1	1	1	2.34	5.00E-01
202.93	2	2	1	36	3	4	4	4	1	1	2.66	5.00E-01
207.71	2	2	1	37	4	3	3	3	1	1	2.32	5.00E-01
212.48	2	2	1	38	1	1	1	1	1	1	0.89	1.50E+00
218.26	2	2	1	39	3	3	3	3	1	1	2.37	4.50E+00
227.05	2	2	1	40	2	1	1	2	0	1	1.12	3.50E+00
234.83	2	2	1	41	2	2	2	1	0	1	0.44	1.50E+00
240.61	2	2	1	42	3	3	3	3	1	1	2.37	5.50E+00
250.4	2	2	1	43	1	2	2	2	1	1	2.48	5.00E-01
255.18	2	2	1	44	4	4	4	1	0	1	1.35	2.50E+00
261.96	2	2	1	45	4	4	4	4	1	1	1.07	5.00E-01
266.75	2	2	1	46	4	3	3	4	0	1	1.2	5.00E-01
271.53	2	2	1	47	3	4	4	4	1	1	2.41	5.00E-01
276.32	2	2	1	48	4	3	3	3	1	1	2.26	4.50E+00
285.1	2	2	1	49	1	1	1	1	1	1	2.56	2.50E+00
291.88	2	2	1	50	4	4	4	4	1	1	2.48	1.50E+00
297.67	2	2	1	51	3	3	3	3	1	1	2.12	4.50E+00
306.45	2	2	1	52	3	3	3	3	1	1	1.62	3.50E+00
314.23	2	2	1	53	3	3	3	3	1	1	0.81	5.00E-01
319.02	2	2	1	54	4	4	4	4	1	1	2.29	8
331.29	2	2	1	55	2	2	2	2	1	1	0.63	5.00E-01
336.07	2	2	1	56	2	2	2	2	1	1	1.16	5.50E+00
345.85	2	2	1	57	2	1	1	2	0	1	0.95	1.50E+00
351.64	2	2	1	58	4	4	4	4	1	1	2.23	3.50E+00
359.42	2	2	1	59	4	4	4	4	1	1	0.54	5.00E-01
364.2	2	2	1	60	2	2	2	2	1	1	0.87	5.00E-01
368.99	2	2	1	61	3	3	3	3	1	1	1.1	4.50E+00
377.77	2	2	1	62	4	4	4	4	1	1	0.93	5.00E-01
382.56	2	2	1	63	3	3	3	3	1	1	0.84	5.00E-01
387.34	2	2	1	64	4	4	4	4	1	1	0.7	5.00E-01
392.11	2	2	1	65	1	2	2	1	0	1	0.94	2.50E+00
398.89	2	2	1	66	3	3	3	3	1	1	0.69	2.50E+00
405.67	2	2	1	67	2	1	1	2	0	1	0.7	5.00E-01
410.46	2	2	1	68	4	4	4	4	1	1	0.96	1.50E+00
416.24	2	2	1	69	1	1	1	1	1	1	1.25	5.00E-01
421.01	2	2	1	70	2	1	1	2	0	1	0.71	1.50E+00
426.79	2	2	1	71	4	3	3	4	0	1	0.74	3.50E+00
434.58	2	2	1	72	4	4	4	3	0	1	0.79	5.00E-01
439.36	2	2	1	73	1	2	2	2	1	1	2.37	2.50E+00
446.14	2	2	1	74	2	2	2	1	0	1	1.03	2.50E+00
452.93	2	2	1	75	2	2	2	2	1	1	2.34	5.00E-01
457.71	2	2	1	76	3	3	3	3	1	1	0.95	5.00E-01
462.49	2	2	1	77	2	1	1	2	0	1	0.82	5.00E-01
467.28	2	2	1	78	3	3	3	3	1	1	0.81	5.00E-01
472.05	2	2	1	79	2	2	2	2	1	1	0.5	2.50E+00
478.83	2	2	1	80	4	4	4	4	1	1	0.9	5.00E-01
483.61	2	2	1	81	2	2	2	1	0	1	1	1.50E+00
489.4	2	2	1	82	3	3	3	3	1	1	0.74	5.50E+00
499.18	2	2	1	83	2	2	2	2	1	1	1.01	5.00E-01
503.96	2	2	1	84	2	2	2	2	1	1	0.8	1.50E+00
