onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	2	1	1	2	2	2	1	0	1	2.57	5.00E-01
5.29	2	2	1	2	3	4	4	4	1	1	2.53	5.00E-01
10.07	2	2	1	3	4	3	3	3	1	1	2.37	5.00E-01
14.86	2	2	1	4	3	3	3	3	1	1	2.55	1.50E+00
20.64	2	2	1	5	4	4	4	4	1	1	2.41	5.00E-01
25.42	2	2	1	6	1	2	2	2	1	1	2.46	1.50E+00
31.21	2	2	1	7	4	3	3	4	0	1	2.4	5.00E-01
35.99	2	2	1	8	4	4	4	4	1	1	2.4	5.50E+00
45.78	2	2	1	9	1	2	2	2	1	1	2.4	5.00E-01
50.56	2	2	1	10	3	3	3	3	1	1	2.46	2.50E+00
57.34	2	2	1	11	2	1	1	1	1	1	2.32	5.00E-01
62.13	2	2	1	12	1	1	1	1	1	1	2.5	8
74.39	2	2	1	13	1	1	1	1	1	1	2.52	3.50E+00
82.18	2	2	1	14	3	4	4	4	1	1	2.49	2.50E+00
88.95	2	2	1	15	3	3	3	3	1	1	2.77	2.50E+00
95.73	2	2	1	16	1	1	1	1	1	1	2.39	1.50E+00
101.51	2	2	1	17	2	2	2	2	1	1	2.43	1.50E+00
107.3	2	2	1	18	2	2	2	2	1	1	2.28	5.00E-01
112.08	2	2	1	19	1	2	2	2	1	1	2.38	5.00E-01
116.86	2	2	1	20	3	3	3	3	1	1	2.47	3.50E+00
124.65	2	2	1	21	4	3	3	3	1	1	2.39	5.00E-01
129.43	2	2	1	22	1	2	2	2	1	1	2.51	5.00E-01
134.22	2	2	1	23	1	1	1	1	1	1	2.35	5.00E-01
139	2	2	1	24	4	3	3	3	1	1	2.42	8
151.27	2	2	1	25	1	1	1	1	1	1	2.4	5.00E-01
156.05	2	2	1	26	1	2	2	2	1	1	2.4	1.50E+00
161.83	2	2	1	27	2	2	2	1	0	1	2.29	2.50E+00
168.62	2	2	1	28	1	1	1	1	1	1	2.3	5.00E-01
173.4	2	2	1	29	1	1	1	1	1	1	1.33	5.00E-01
178.19	2	2	1	30	1	2	2	1	0	1	0.86	1.50E+00
183.97	2	2	1	31	2	2	2	1	0	1	1.48	3.50E+00
191.75	2	2	1	32	3	3	3	3	1	1	1.5	5.00E-01
196.54	2	2	1	33	1	1	1	2	0	1	1.19	5.00E-01
201.32	2	2	1	34	3	3	3	4	0	1	1.74	5.50E+00
211.09	2	2	1	35	3	3	3	3	1	1	0.87	1.50E+00
216.87	2	2	1	36	4	4	4	4	1	1	2.58	5.00E-01
221.66	2	2	1	37	1	1	1	1	1	1	2.39	1.50E+00
227.44	2	2	1	38	1	1	1	1	1	1	2.2	5.00E-01
232.22	2	2	1	39	3	3	3	3	1	1	1.05	3.50E+00
240.01	2	2	1	40	2	2	2	2	1	1	0.89	5.00E-01
244.79	2	2	1	41	2	1	1	2	0	1	0.7	5.50E+00
254.57	2	2	1	42	2	1	1	2	0	1	0.54	5.00E-01
259.36	2	2	1	43	4	4	4	4	1	1	0.7	5.00E-01
264.14	2	2	1	44	3	3	3	3	1	1	0.68	2.50E+00
270.93	2	2	1	45	3	3	3	3	1	1	2.49	5.00E-01
275.71	2	2	1	46	4	4	4	4	1	1	0.97	1.50E+00
281.49	2	2	1	47	2	2	2	2	1	1	1.57	2.50E+00
288.28	2	2	1	48	2	2	2	2	1	1	0.69	5.50E+00
298.06	2	2	1	49	3	4	4	3	0	1	0.69	1.50E+00
303.84	2	2	1	50	4	3	3	4	0	1	0.65	1.50E+00
309.63	2	2	1	51	4	4	4	4	1	1	0.67	5.00E-01
314.41	2	2	1	52	4	4	4	4	1	1	0.64	1.50E+00
320.2	2	2	1	53	2	1	1	2	0	1	0.81	5.00E-01
324.98	2	2	1	54	3	3	3	3	1	1	0.75	5.00E-01
329.76	2	2	1	55	2	2	2	2	1	1	0.92	5.00E-01
334.55	2	2	1	56	2	1	1	2	0	1	0.76	3.50E+00
342.33	2	2	1	57	3	3	3	3	1	1	0.79	4.50E+00
351.11	2	2	1	58	3	4	4	3	0	1	0.65	5.00E-01
355.9	2	2	1	59	2	1	1	1	1	1	1.51	1.50E+00
361.68	2	2	1	60	4	4	4	4	1	1	0.84	5.50E+00
371.45	2	2	1	61	3	3	3	3	1	1	0.6	5.00E-01
376.23	2	2	1	62	2	1	1	2	0	1	1.21	2.50E+00
383.02	2	2	1	63	3	4	4	3	0	1	0.6	4.50E+00
391.8	2	2	1	64	3	3	3	3	1	1	0.7	5.00E-01
396.58	2	2	1	65	3	4	4	3	0	1	0.59	3.50E+00
404.37	2	2	1	66	4	4	4	4	1	1	0.68	1.50E+00
410.15	2	2	1	67	3	3	3	3	1	1	0.59	4.50E+00
418.94	2	2	1	68	1	1	1	1	1	1	0.94	5.00E-01
423.72	2	2	1	69	3	4	4	3	0	1	2.56	1.50E+00
429.5	2	2	1	70	2	2	2	2	1	1	2.32	3.50E+00
437.29	2	2	1	71	4	4	4	4	1	1	0.69	5.00E-01
442.07	2	2	1	72	1	1	1	1	1	1	1.41	5.00E-01
446.85	2	2	1	73	2	2	2	2	1	1	0.7	5.00E-01
451.64	2	2	1	74	4	3	3	4	0	1	0.63	5.00E-01
456.42	2	2	1	75	1	1	1	1	1	1	0.88	5.50E+00
466.19	2	2	1	76	1	1	1	1	1	1	0.96	2.50E+00
472.97	2	2	1	77	3	4	4	3	0	1	0.71	1.50E+00
478.76	2	2	1	78	3	4	4	3	0	1	0.62	3.50E+00
486.54	2	2	1	79	4	3	3	4	0	1	0.68	5.00E-01
491.32	2	2	1	80	1	1	1	1	1	1	1.53	1.50E+00
497.11	2	2	1	81	2	2	2	2	1	1	0.95	5.00E-01
501.89	2	2	1	82	1	1	1	1	1	1	0.88	1.50E+00
507.67	2	2	1	83	2	1	1	2	0	1	0.66	4.50E+00
516.46	2	2	1	84	4	4	4	4	1	1	0.68	1.50E+00
522.24	2	2	1	85	2	2	2	2	1	1	2.61	4.50E+00
531.03	2	2	1	86	4	3	3	4	0	1	0.66	2.50E+00
537.81	2	2	1	87	2	2	2	2	1	1	0.75	5.00E-01
542.59	2	2	1	88	4	4	4	4	1	1	0.75	2.50E+00
549.38	2	2	1	89	4	4	4	4	1	1	0.69	5.00E-01
554.16	2	2	1	90	4	3	3	4	0	1	1.94	5.00E-01
558.94	2	2	1	91	4	4	4	4	1	1	2.46	5.00E-01
563.73	2	2	1	92	3	4	4	3	0	1	0.92	5.00E-01
568.51	2	2	1	93	2	2	2	2	1	1	1.37	5.50E+00
578.3	2	2	1	94	4	3	3	4	0	1	0.66	5.00E-01
583.08	2	2	1	95	4	4	4	4	1	1	1.7	1.50E+00
588.86	2	2	1	96	1	1	1	1	1	1	2.13	5.00E-01
593.65	2	2	1	97	2	2	2	2	1	1	0.83	1.50E+00
599.43	2	2	1	98	2	2	2	2	1	1	0.47	3.50E+00
607.21	2	2	1	99	1	1	1	1	1	1	0.8	5.00E-01
612	2	2	1	100	1	2	2	1	0	1	0.5	1.50E+00
