onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.5	2	1	1	1	3	4	4	4	1	1	3.45	5.00E-01
5.28	2	1	1	2	1	2	2	2	1	1	2.57	1.50E+00
11.07	2	1	1	3	1	1	1	2	0	1	2.13	1.50E+00
16.85	2	1	1	4	1	1	1	1	1	1	2.42	5.00E-01
21.64	2	1	1	5	1	2	2	2	1	1	2.36	1.50E+00
27.42	2	1	1	6	1	1	1	1	1	1	2.56	5.00E-01
32.2	2	1	1	7	1	2	2	2	1	1	2.23	1.50E+00
37.99	2	1	1	8	4	4	4	4	1	1	2.39	5.00E-01
42.77	2	1	1	9	3	4	4	4	1	1	2.33	3.50E+00
50.55	2	1	1	10	3	3	3	3	1	1	2.41	4.50E+00
59.34	2	1	1	11	3	3	3	3	1	1	2.48	5.00E-01
64.12	2	1	1	12	2	2	2	2	1	1	2.43	1.50E+00
69.91	2	1	1	13	3	4	4	3	0	1	2.13	1.50E+00
75.69	2	1	1	14	2	2	2	2	1	1	2.44	5.00E-01
80.47	2	1	1	15	2	1	1	1	1	1	2.35	3.50E+00
88.26	2	1	1	16	3	4	4	4	1	1	2.51	1.50E+00
94.04	2	1	1	17	3	3	3	3	1	1	2.31	4.50E+00
102.82	2	1	1	18	1	1	1	1	1	1	2.32	5.00E-01
107.61	2	1	1	19	1	1	1	1	1	1	2.27	5.00E-01
112.39	2	1	1	20	1	1	1	1	1	1	2.23	5.00E-01
117.18	2	1	1	21	4	3	3	3	1	1	2.38	5.00E-01
121.96	2	1	1	22	4	4	4	3	0	1	1.56	1.50E+00
127.74	2	1	1	23	2	2	2	2	1	1	2.14	5.00E-01
132.53	2	1	1	24	3	3	3	3	1	1	2.25	1.50E+00
138.31	2	1	1	25	3	3	3	3	1	1	2.38	2.50E+00
145.09	2	1	1	26	4	4	4	4	1	1	2.36	1.50E+00
150.88	2	1	1	27	3	3	3	3	1	1	2.1	1.50E+00
156.66	2	1	1	28	2	2	2	2	1	1	1.65	5.00E-01
161.45	2	1	1	29	4	3	3	3	1	1	2.4	5.00E-01
166.23	2	1	1	30	1	1	1	1	1	1	2.16	2.50E+00
173.01	2	1	1	31	3	3	3	3	1	1	1.69	5.00E-01
