onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	2	1	1	2	2	2	2	1	1	2.43	1.50E+00
6.28	2	2	1	2	3	3	3	3	1	1	2.64	5.00E-01
11.05	2	2	1	3	4	3	3	3	1	1	2.36	4.50E+00
19.82	2	2	1	4	4	4	4	4	1	1	2.37	3.50E+00
27.58	2	2	1	5	1	2	2	2	1	1	2.52	5.00E-01
32.35	2	2	1	6	2	2	2	2	1	1	2.2	1.50E+00
38.12	2	2	1	7	2	2	2	2	1	1	2.2	5.00E-01
42.88	2	2	1	8	3	3	3	3	1	1	2.45	5.00E-01
47.65	2	2	1	9	3	4	4	4	1	1	2.52	5.00E-01
52.42	2	2	1	10	4	4	4	4	1	1	2.38	1.50E+00
58.18	2	2	1	11	1	1	1	1	1	1	2.53	2.50E+00
64.95	2	2	1	12	3	4	4	4	1	1	2.4	5.00E-01
69.72	2	2	1	13	4	3	3	4	0	1	0.88	5.00E-01
74.49	2	2	1	14	3	3	3	3	1	1	2.38	8
86.75	2	2	1	15	1	2	2	2	1	1	2.41	5.00E-01
91.52	2	2	1	16	1	1	1	1	1	1	2.42	5.00E-01
96.29	2	2	1	17	2	2	2	2	1	1	1.46	5.00E-01
101.05	2	2	1	18	1	1	1	1	1	1	2.35	1.50E+00
106.82	2	2	1	19	3	3	3	3	1	1	2.41	5.50E+00
116.59	2	2	1	20	1	1	1	1	1	1	2.33	5.00E-01
121.36	2	2	1	21	4	4	4	4	1	1	2.31	5.00E-01
126.12	2	2	1	22	1	1	1	2	0	1	2.11	3.50E+00
133.89	2	2	1	23	3	3	3	3	1	1	0.79	3.50E+00
141.66	2	2	1	24	4	3	3	3	1	1	0.92	5.00E-01
146.42	2	2	1	25	4	4	4	3	0	1	1.13	5.00E-01
151.19	2	2	1	26	3	3	3	3	1	1	2.32	2.50E+00
157.96	2	2	1	27	2	2	2	2	1	1	1.33	1.50E+00
163.73	2	2	1	28	3	4	4	4	1	1	2.56	5.00E-01
168.49	2	2	1	29	4	3	3	3	1	1	2.4	5.00E-01
173.26	2	2	1	30	3	3	3	3	1	1	2.66	1.50E+00
179.03	2	2	1	31	3	3	3	3	1	1	2.35	1.50E+00
184.79	2	2	1	32	1	1	1	1	1	1	2.46	5.50E+00
194.56	2	2	1	33	4	4	4	4	1	1	2.75	1.50E+00
200.33	2	2	1	34	1	1	1	1	1	1	2.24	5.50E+00
210.1	2	2	1	35	2	2	2	2	1	1	1.81	5.50E+00
219.86	2	2	1	36	1	1	1	2	0	1	0.81	1.50E+00
225.63	2	2	1	37	4	3	3	3	1	1	2.34	1.50E+00
231.4	2	2	1	38	2	2	2	2	1	1	1.07	5.00E-01
236.16	2	2	1	39	2	1	1	2	0	1	0.6	2.50E+00
242.93	2	2	1	40	3	3	3	3	1	1	2.3	5.00E-01
247.7	2	2	1	41	2	1	1	1	1	1	2.53	8
259.96	2	2	1	42	2	2	2	2	1	1	2.3	5.00E-01
264.73	2	2	1	43	1	1	1	1	1	1	2.81	1.50E+00
270.5	2	2	1	44	4	4	4	4	1	1	2.59	5.00E-01
275.27	2	2	1	45	4	3	3	3	1	1	0.8	5.00E-01
280.03	2	2	1	46	3	3	3	3	1	1	2.24	4.50E+00
288.8	2	2	1	47	3	4	4	3	0	1	0.99	5.00E-01
293.57	2	2	1	48	4	3	3	3	1	1	2.41	4.50E+00
302.33	2	2	1	49	4	4	4	4	1	1	2.56	3.50E+00
310.1	2	2	1	50	1	2	2	2	1	1	2.53	2.50E+00
316.87	2	2	1	51	2	2	2	2	1	1	2.25	1.50E+00
322.64	2	2	1	52	1	1	1	1	1	1	2.43	3.50E+00
330.4	2	2	1	53	2	2	2	2	1	1	1.1	5.00E-01
335.17	2	2	1	54	3	3	3	3	1	1	1.27	2.50E+00
341.94	2	2	1	55	2	1	1	2	0	1	0.91	5.00E-01
346.7	2	2	1	56	2	2	2	2	1	1	2.34	5.00E-01
351.47	2	2	1	57	3	4	4	4	1	1	2.41	1.50E+00
357.24	2	2	1	58	1	1	1	1	1	1	2.24	3.50E+00
365.01	2	2	1	59	4	3	3	3	1	1	2.46	2.50E+00
371.77	2	2	1	60	3	3	3	3	1	1	2.7	3.50E+00
379.54	2	2	1	61	4	4	4	4	1	1	2.4	5.00E-01
384.31	2	2	1	62	3	3	3	3	1	1	2.4	1.50E+00
390.07	2	2	1	63	2	1	1	1	1	1	2.39	5.00E-01
394.84	2	2	1	64	3	3	3	3	1	1	2.4	1.50E+00
400.61	2	2	1	65	1	1	1	2	0	1	1.15	5.00E-01
405.38	2	2	1	66	1	1	1	2	0	1	2.21	5.00E-01
410.14	2	2	1	67	1	1	1	1	1	1	2.31	5.00E-01
414.91	2	2	1	68	2	2	2	n/a	n/a	1	n/a	5.00E-01
419.68	2	2	1	69	1	2	2	2	1	1	2.45	5.00E-01
424.44	2	2	1	70	1	1	1	1	1	1	2.33	1.50E+00
430.21	2	2	1	71	2	2	2	2	1	1	2.39	4.50E+00
438.98	2	2	1	72	1	2	2	1	0	1	0.85	5.00E-01
443.74	2	2	1	73	4	4	4	4	1	1	2.47	1.50E+00
449.51	2	2	1	74	2	1	1	1	1	1	2.41	1.50E+00
455.28	2	2	1	75	1	1	1	1	1	1	2.43	5.00E-01
460.04	2	2	1	76	4	4	4	4	1	1	2.36	5.00E-01
464.81	2	2	1	77	2	2	2	2	1	1	2.31	1.50E+00
470.58	2	2	1	78	3	3	3	3	1	1	2.38	1.50E+00
476.35	2	2	1	79	3	3	3	3	1	1	2.41	5.00E-01
481.11	2	2	1	80	2	2	2	2	1	1	2.3	4.50E+00
489.88	2	2	1	81	3	3	3	3	1	1	2.39	5.00E-01
494.65	2	2	1	82	4	4	4	4	1	1	2.38	1.50E+00
500.41	2	2	1	83	2	2	2	3	0	1	2.75	5.00E-01
505.18	2	2	1	84	4	4	4	4	1	1	2.24	5.00E-01
509.95	2	2	1	85	3	3	3	3	1	1	2.35	1.50E+00
515.72	2	2	1	86	4	4	4	4	1	1	0.92	2.50E+00
522.48	2	2	1	87	4	4	4	4	1	1	0.66	3.50E+00
530.25	2	2	1	88	4	4	4	4	1	1	0.71	5.00E-01
535.02	2	2	1	89	3	4	4	4	1	1	2.52	5.00E-01
539.78	2	2	1	90	1	1	1	1	1	1	2.36	5.00E-01
544.55	2	2	1	91	2	2	2	2	1	1	2.42	5.50E+00
554.32	2	2	1	92	4	4	4	4	1	1	2.42	2.50E+00
561.08	2	2	1	93	3	4	4	4	1	1	2.6	5.50E+00
570.85	2	2	1	94	4	4	4	4	1	1	1.38	5.00E-01
575.62	2	2	1	95	2	2	2	2	1	1	2.43	2.50E+00
582.39	2	2	1	96	2	2	2	2	1	1	2.31	3.50E+00
590.15	2	2	1	97	2	2	2	2	1	1	0.65	5.50E+00
599.92	2	2	1	98	1	1	1	1	1	1	1.32	5.00E-01
604.69	2	2	1	99	1	1	1	1	1	1	1.2	5.00E-01
609.46	2	2	1	100	1	1	1	1	1	1	0.92	2.50E+00
