onset	duration	Block	Phase	Trial	Cue	Image	CorrResp	Resp	Accuracy	ISI	RT_from_CueOnset	ITI
0.51	2	2	1	1	3	4	4	4	1	1	3.12	5.00E-01
5.3	2	2	1	2	4	3	3	3	1	1	2.49	5.00E-01
10.08	2	2	1	3	3	3	3	3	1	1	2.62	1.50E+00
15.86	2	2	1	4	2	2	2	2	1	1	2.47	5.50E+00
25.65	2	2	1	5	4	3	3	3	1	1	2.62	1.50E+00
31.43	2	2	1	6	2	2	2	2	1	1	2.64	4.50E+00
40.22	2	2	1	7	4	3	3	3	1	1	3.13	5.50E+00
50	2	2	1	8	3	4	4	3	0	1	2.29	5.00E-01
54.78	2	2	1	9	3	3	3	4	0	1	2	5.00E-01
59.57	2	2	1	10	1	1	1	1	1	1	2.75	5.00E-01
64.35	2	2	1	11	4	3	3	3	1	1	2.49	5.00E-01
69.14	2	2	1	12	1	1	1	1	1	1	1.36	5.00E-01
73.92	2	2	1	13	1	1	1	3	0	1	1.54	5.00E-01
78.7	2	2	1	14	3	3	3	3	1	1	2.59	1.50E+00
84.49	2	2	1	15	1	2	2	n/a	n/a	1	n/a	5.00E-01
89.27	2	2	1	16	3	3	3	3	1	1	2.44	5.00E-01
94.05	2	2	1	17	1	1	1	1	1	1	1.58	2.50E+00
100.82	2	2	1	18	4	3	3	3	1	1	1.33	5.00E-01
105.6	2	2	1	19	2	1	1	1	1	1	2.49	3.50E+00
113.39	2	2	1	20	4	3	3	2	0	1	1.11	5.00E-01
118.17	2	2	1	21	4	4	4	n/a	n/a	1	n/a	1.50E+00
123.96	2	2	1	22	3	3	3	3	1	1	2.82	5.00E-01
128.74	2	2	1	23	1	2	2	1	0	1	1.64	5.00E-01
133.52	2	2	1	24	1	1	1	2	0	1	1.38	2.50E+00
140.31	2	2	1	25	1	2	2	2	1	1	2.34	5.00E-01
145.09	2	2	1	26	3	3	3	3	1	1	2.39	4.50E+00
153.87	2	2	1	27	2	2	2	2	1	1	2.33	1.50E+00
159.66	2	2	1	28	4	3	3	1	0	1	3.36	5.00E-01
164.44	2	2	1	29	3	3	3	3	1	1	2.54	5.00E-01
169.23	2	2	1	30	3	4	4	3	0	1	1.45	2.50E+00
176.01	2	2	1	31	2	2	2	2	1	1	2.22	5.00E-01
180.79	2	2	1	32	4	4	4	n/a	n/a	1	n/a	5.00E-01
185.58	2	2	1	33	3	3	3	3	1	1	2.12	5.00E-01
190.36	2	2	1	34	1	1	1	1	1	1	2.21	5.00E-01
195.14	2	2	1	35	1	2	2	1	0	1	1.15	2.50E+00
201.93	2	2	1	36	2	1	1	1	1	1	3.74	1.50E+00
207.71	2	2	1	37	1	1	1	1	1	1	2.51	1.50E+00
213.5	2	2	1	38	4	4	4	4	1	1	3.24	2.50E+00
220.28	2	2	1	39	3	4	4	4	1	1	2.43	1.50E+00
226.06	2	2	1	40	1	2	2	n/a	n/a	1	n/a	5.00E-01
230.85	2	2	1	41	3	4	4	4	1	1	2.55	4.50E+00
239.63	2	2	1	42	4	4	4	2	0	1	1.86	5.00E-01
244.41	2	2	1	43	2	2	2	2	1	1	2.42	5.00E-01
249.2	2	2	1	44	2	1	1	1	1	1	2.33	5.00E-01
253.98	2	2	1	45	1	2	2	2	1	1	2.38	1.50E+00
259.76	2	2	1	46	2	1	1	1	1	1	2.45	1.50E+00
265.55	2	2	1	47	2	1	1	1	1	1	2.36	5.00E-01
270.33	2	2	1	48	4	4	4	3	0	1	1.61	8
282.6	2	2	1	49	2	2	2	2	1	1	2.39	3.50E+00
290.38	2	2	1	50	4	4	4	3	0	1	2.13	5.00E-01
295.17	2	2	1	51	2	2	2	2	1	1	2.42	5.00E-01
299.95	2	2	1	52	1	1	1	1	1	1	2.58	5.00E-01
304.73	2	2	1	53	1	2	2	2	1	1	2.47	3.50E+00
312.52	2	2	1	54	2	1	1	2	0	1	3.42	5.00E-01
317.3	2	2	1	55	3	4	4	4	1	1	2.77	1.50E+00
323.09	2	2	1	56	1	1	1	1	1	1	2.5	3.50E+00
330.87	2	2	1	57	1	1	1	1	1	1	2.09	1.50E+00
336.65	2	2	1	58	3	3	3	3	1	1	2.48	1.50E+00
342.44	2	2	1	59	1	2	2	1	0	1	2.32	5.00E-01
